id,offense,offense_conference,defense,defense_conference,home,away,offense_score,defense_score,game_id,drive_id,drive_number,play_number,period,clock.minutes,clock.seconds,offense_timeouts,defense_timeouts,yard_line,yards_to_goal,down,distance,scoring,yards_gained,play_type,play_text,ppa,wallclock
401403909101866301,Texas A&M,SEC,Alabama,SEC,Alabama,Texas A&M,0,0,401403909,4014039091,1,6,1,13,36,3,3,64,64,4,6,false,0,Punt,"Nik Constantinou punt for 44 yds, fair catch by Kool-Aid McKinstry at the Alab 20",,2022-10-09T00:14:21.000Z
401403909101889301,Alabama,SEC,Texas A&M,SEC,Alabama,Texas A&M,0,0,401403909,4014039092,2,7,1,11,6,3,3,51,49,4,16,false,0,Punt,"James Burnip punt for 35 yds, punt out-of-bounds at the TexAM 14",,2022-10-09T00:19:19.000Z
401403909101914901,Texas A&M,SEC,Alabama,SEC,Alabama,Texas A&M,0,0,401403909,4014039093,3,7,1,8,50,3,3,68,68,4,4,false,-2,Punt,"Nik Constantinou punt for 42 yds , Kool-Aid McKinstry returns for a loss of 2 yards to the Alab 24",,2022-10-09T00:25:47.000Z
401403909101929301,Alabama,SEC,Texas A&M,SEC,Alabama,Texas A&M,0,0,401403909,4014039094,4,6,1,7,6,3,3,54,46,4,8,false,0,Punt,"James Burnip punt for 38 yds, fair catch by Moose Muhammad III at the TexAM 8",,2022-10-09T00:30:55.000Z
401403909101949701,Texas A&M,SEC,Alabama,SEC,Alabama,Texas A&M,0,0,401403909,4014039095,5,6,1,5,2,3,3,72,72,4,7,false,0,Punt,"Nik Constantinou punt for 42 yds, fair catch by Kool-Aid McKinstry at the Alab 30",,2022-10-09T00:37:07.000Z
401403909101969501,Alabama,SEC,Texas A&M,SEC,Alabama,Texas A&M,0,0,401403909,4014039096,6,4,1,3,4,3,3,30,70,4,10,false,0,Punt,"James Burnip punt for 48 yds, punt out-of-bounds at the TexAM 22",,2022-10-09T00:41:18.000Z
401403909101998601,Texas A&M,SEC,Alabama,SEC,Alabama,Texas A&M,0,0,401403909,4014039097,7,6,1,0,13,3,3,67,67,4,9,false,0,Punt,"Nik Constantinou punt for 38 yds, fair catch by Kool-Aid McKinstry at the Alab 29",,2022-10-09T00:45:36.000Z
401403909102907901,Texas A&M,SEC,Alabama,SEC,Alabama,Texas A&M,0,7,401403909,4014039099,9,6,2,9,20,3,3,67,67,4,7,false,0,Punt,"Nik Constantinou punt for 33 yds, downed at the Alab 34",,2022-10-09T01:04:35.000Z
401403909102956501,Texas A&M,SEC,Alabama,SEC,Alabama,Texas A&M,7,14,401403909,40140390913,13,5,2,4,34,3,3,81,81,4,13,false,0,Punt,"Nik Constantinou punt for 41 yds, fair catch by Kool-Aid McKinstry at the Alab 40",,2022-10-09T01:22:04.000Z
401403909103888901,Texas A&M,SEC,Alabama,SEC,Alabama,Texas A&M,14,24,401403909,40140390921,21,6,3,11,10,3,2,66,66,4,1,false,0,Punt,"Nik Constantinou punt for 51 yds, fair catch by Kool-Aid McKinstry at the Alab 15",,2022-10-09T02:13:08.000Z
401403909104984901,Alabama,SEC,Texas A&M,SEC,Alabama,Texas A&M,24,20,401403909,40140390928,28,6,4,1,50,2,0,33,67,4,2,false,8,Punt,"James Burnip punt for 46 yds , Moose Muhammad III returns for 8 yds to the TexAM 29",,2022-10-09T03:18:19.000Z
401403910101904901,Missouri,SEC,Florida,SEC,Florida,Missouri,0,0,401403910,4014039101,1,10,1,9,50,3,3,45,45,4,3,false,0,Punt,Jack Stonehouse punt for 45 yds for a touchback,,2022-10-08T16:13:19.000Z
401403910101904906,Missouri,SEC,Florida,SEC,Florida,Missouri,0,0,401403910,4014039101,1,11,1,9,50,3,3,45,45,4,3,false,0,Punt,Jack Stonehouse punt for 45 yds for a touchback,,2022-10-08T16:13:19.000Z
401403910101925101,Florida,SEC,Missouri,SEC,Florida,Missouri,0,0,401403910,4014039102,2,5,1,7,48,3,3,48,52,4,2,false,0,Punt,"Jeremy Crawshaw punt for 42 yds, fair catch by Luther Burden III at the Misso 10",,2022-10-08T16:15:58.000Z
401403910101925104,Florida,SEC,Missouri,SEC,Florida,Missouri,0,0,401403910,4014039102,2,6,1,7,48,3,3,48,52,4,2,false,0,Punt,"Jeremy Crawshaw punt for 42 yds, fair catch by Luther Burden III at the Misso 10",,2022-10-08T16:15:58.000Z
401403910101956601,Missouri,SEC,Florida,SEC,Florida,Missouri,0,0,401403910,4014039103,3,7,1,4,33,2,3,68,68,4,11,false,48,Punt,"Jack Stonehouse punt for 40 yds , Xzavier Henderson returns for 48 yds to the Misso 24",,2022-10-08T16:28:24.000Z
401403910102865201,Missouri,SEC,Florida,SEC,Florida,Missouri,0,10,401403910,4014039106,6,8,2,13,47,2,3,57,57,4,7,false,0,Punt,Jack Stonehouse punt for 37 yds,,2022-10-08T16:49:16.000Z
401403910102865211,Missouri,SEC,Florida,SEC,Florida,Missouri,0,10,401403910,4014039106,6,9,2,13,47,2,3,57,57,4,7,false,0,Punt,Jack Stonehouse punt for 37 yds,,2022-10-08T16:49:16.000Z
401403910103906901,Missouri,SEC,Florida,SEC,Florida,Missouri,10,10,401403910,40140391013,13,5,3,9,30,3,3,55,55,4,11,false,0,Punt,"Jack Stonehouse punt for 37 yds, fair catch by Xzavier Henderson at the Fla 18",,2022-10-08T17:59:50.000Z
401403911101879801,Auburn,SEC,Georgia,SEC,Georgia,Auburn,0,0,401403911,4014039111,1,9,1,12,1,3,3,70,70,4,15,false,5,Punt,"Oscar Chapman punt for 40 yds , Ladd McConkey returns for 5 yds to the Geo 35",,2022-10-08T19:44:02.000Z
401403911101897001,Georgia,SEC,Auburn,SEC,Georgia,Auburn,0,0,401403911,4014039112,2,4,1,10,29,3,3,44,56,4,1,false,0,Punt,"Brett Thorson punt for 41 yds, fair catch by Keionte Scott at the Aub 15",,2022-10-08T19:49:07.000Z
401403911101906701,Auburn,SEC,Georgia,SEC,Georgia,Auburn,0,0,401403911,4014039113,3,5,1,9,32,3,3,83,83,4,8,false,0,Punt,"Oscar Chapman punt for 40 yds , Ladd McConkey returns for no gain to the Geo 43 Ladd McConkey fumbled, recovered by Geo",,2022-10-08T19:55:57.000Z
401403911101934401,Georgia,SEC,Auburn,SEC,Georgia,Auburn,0,0,401403911,4014039114,4,6,1,6,55,3,3,55,45,4,11,false,0,Punt,"Brett Thorson punt for 39 yds, fair catch by Keionte Scott at the Aub 6",,2022-10-08T20:00:58.000Z
401403911101947601,Auburn,SEC,Georgia,SEC,Georgia,Auburn,0,0,401403911,4014039115,5,8,1,5,23,3,3,76,76,4,15,false,2,Punt,"Oscar Chapman punt for 45 yds , Ladd McConkey returns for 2 yds to the Geo 33",,2022-10-08T20:08:01.000Z
