Position,Name,Prospect,School,Height,Weight,Arm length,Hand size,Wingspan,40-yard dash,10-yard split,Vertical,Broad,Shuttle,3- Cone,Cmp,PassAtt,Pct,PassYds,Y/A,AY/A,PassTD,Int,Rate,RushAtt,RushYds,RushAvg,RushTD,YP,
QB,Davis Mills,0,Stanford,603,217,31.375,9.5,77.75,4.82,1.74,32,110,4.4,6.95,287,438,65.5,3468,7.9,7.9,18,8,141.9,63,86,1.4,3,3
QB,Zach Smith,0,Tulsa,603,222,32.375,9.375,78,5.23,1.75,29.5,111,4.52,7.26,614,1089,56.4,8223,7.6,7.1,53,34,129.6,166,-263,-1.6,1,4
QB,Zac Thomas,0,Appalachian St.,600,205,31.5,8.75,75.25,4.59,1.64,30,115,4.28,7.06,576,914,63,6979,7.6,8,69,23,147,294,1301,4.4,19,4
QB,Kyle Trask,0,Florida,605,236,33,10.125,80.675,5.1,1.7,31.5,113,4.6,7.08,552,813,67.9,7386,9.1,10,69,15,168.5,132,54,0.4,8,3
QB,Brady White,0,Memphis,601,210,31.5,10.125,74.375,4.84,1.7,29,,4.33,6.97,794,1282,61.9,10949,8.5,8.9,92,31,152.5,180,-23,-0.1,7,5
QB,Zach Wilson,0,BYU,602,214,30.675,9.5,74.25,,,,,,,566,837,67.6,7652,9.1,9.7,56,15,162.9,212,642,3,15,3
QB,Tua Tagovailoa,0,Alabama,602,217,30.5,10,,,,,,,,474,684,69.3,7442,10.9,12.7,87,11,199.4,107,340,3.2,9,3
QB,Shea Patterson,0,Michigan,601,212,30.5,9.375,,4.71,,31,116,4.5,7.14,662,1098,60.3,8800,8,8.1,68,27,143.1,251,476,1.9,8,4
QB,James Morgan,0,Florida International,604,229,33.375,9.75,,4.89,,29,112,4.64,7.51,699,1221,57.2,8654,7.1,6.9,65,34,128.8,130,-168,-1.3,3,4
QB,Steven Montez,0,Colorado,604,231,32.75,9.375,,4.68,,33,117,4.43,7.25,824,1321,62.4,9710,7.4,7.2,63,33,134.9,343,960,2.8,11,4
QB,Cole McDonald,0,Hawaii,603,215,32.25,9.75,,4.58,,36,121,4.52,7.13,616,1004,61.4,8032,8,8.3,70,24,146.8,251,880,3.5,12,3
QB,Jake Luton,0,Oregon State,606,224,31.75,10.375,,,,,,,,496,797,62.2,5630,7.1,7.3,43,15,135.6,116,-131,-1.1,6,4
QB,Jordan Love,0,Utah State,604,224,32.675,10.5,,4.74,,35.5,118,4.52,7.21,689,1125,61.2,8600,7.6,7.6,60,29,137.9,170,403,2.4,9,3
QB,Brian Lewerke,0,Michigan State,602,213,32.125,10.675,,4.95,,31,113,4.4,7.14,721,1249,57.7,8293,6.6,6.2,47,32,120.8,346,1255,3.6,10,4
QB,Jake Fromm,0,Georgia,602,219,31.125,8.875,,5.01,,30,111,4.51,7.27,621,982,63.2,8224,8.4,9.1,78,18,156.1,134,40,0.3,3,3
QB,Jacob Eason,0,Washington,606,231,32.875,9.5,,4.89,,27.5,110,4.75,7.5,468,782,59.8,5590,7.1,7.2,39,16,132.3,82,-126,-1.5,2,3
QB,Joe Burrow,0,LSU,603,221,30.875,9,,,,,,,,650,945,68.8,8852,9.4,10.5,78,11,172.4,258,820,3.2,13,4
