id,offense,offense_conference,defense,defense_conference,home,away,offense_score,defense_score,game_id,drive_id,drive_number,play_number,period,clock.minutes,clock.seconds,offense_timeouts,defense_timeouts,yard_line,yards_to_goal,down,distance,scoring,yards_gained,play_type,play_text,ppa,wallclock
401403916101878901,BYU,FBS Independents,Arkansas,SEC,BYU,Arkansas,0,0,401403916,4014039162,2,4,1,12,10,3,3,55,45,4,7,false,0,Punt,"Ryan Rehkow punt for 44 yds, downed at the Ark 1",,2022-10-15T19:41:02.000Z
401403916101896301,Arkansas,SEC,BYU,FBS Independents,BYU,Arkansas,0,0,401403916,4014039163,3,7,1,10,36,3,3,75,75,4,10,false,5,Punt,"Reid Bauer punt for 62 yds , Hobbs Nyberg returns for 5 yds to the BYU 18",,2022-10-15T19:50:41.000Z
401403916104849901,BYU,FBS Independents,Arkansas,SEC,BYU,Arkansas,35,45,401403916,40140391619,19,6,4,15,0,3,2,26,74,4,9,false,0,Punt,"Ryan Rehkow punt for 42 yds, fair catch by Bryce Stephens at the Ark 32",,2022-10-15T22:32:25.000Z
401403917102906201,Florida,SEC,LSU,SEC,Florida,LSU,14,14,401403917,4014039175,5,5,2,9,37,3,2,29,71,4,6,false,-8,Punt,"Jeremy Crawshaw punt for 50 yds , Jack Bech returns for a loss of 8 yards to the LSU 13 Jack Bech fumbled, recovered by Fla Rocco Underwood",,2022-10-16T00:04:08.000Z
401403917102958001,Florida,SEC,LSU,SEC,Florida,LSU,21,21,401403917,4014039178,8,5,2,4,19,3,2,23,77,4,12,false,2,Punt,"Jeremy Crawshaw punt for 62 yds , Gregory Clayton Jr. returns for 2 yds to the LSU 17",,2022-10-16T00:27:33.000Z
401403917104874201,LSU,SEC,Florida,SEC,Florida,LSU,42,28,401403917,40140391716,15,7,4,12,57,2,2,60,60,4,8,false,0,Punt,"Jay Bramblett punt for 40 yds, punt out-of-bounds at the Fla 20",,2022-10-16T01:53:29.000Z
401403918101926601,Vanderbilt,SEC,Georgia,SEC,Georgia,Vanderbilt,0,7,401403918,4014039182,2,9,1,7,33,3,3,85,85,4,33,false,0,Punt,"Matt Hayball punt for 51 yds, fair catch by Ladd McConkey at the Geo 34",,2022-10-15T19:52:26.000Z
401403918101955301,Georgia,SEC,Vanderbilt,SEC,Georgia,Vanderbilt,7,0,401403918,4014039183,3,5,1,4,46,3,3,52,48,4,3,false,0,Punt,"Brett Thorson punt for 36 yds, fair catch by Will Sheppard at the Vandy 12",,2022-10-15T20:00:43.000Z
401403918101969201,Vanderbilt,SEC,Georgia,SEC,Georgia,Vanderbilt,0,7,401403918,4014039184,4,4,1,3,7,3,3,89,89,4,11,false,20,Punt,"Matt Hayball punt for 51 yds , Ladd McConkey returns for 20 yds to the Vandy 42",,2022-10-15T20:06:42.000Z
401403918101999901,Vanderbilt,SEC,Georgia,SEC,Georgia,Vanderbilt,0,14,401403918,4014039186,6,7,1,0,0,2,3,66,66,4,13,false,10,Punt,"Matt Hayball punt for 57 yds , Ladd McConkey returns for 10 yds to the Geo 19",,2022-10-15T20:15:34.000Z
