Year,player,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,athlete_id
2019,Rodney Anderson,oklahoma,RB,72.38,224,9.75,30.75,NA,NA,25,NA,NA,NA,NA,NA,3705353
2019,Jesse Aniebonam,maryland,DE,75.63,258,10.25,33.75,NA,4.69,21,32.5,123,4.45,7.4,NA,3128308
2019,Marcus Applefield,virginia,OT,76.88,304,10.38,32.25,NA,5.3,32,26.5,108,4.62,7.23,NA,3121518
2019,JJ Arcega-Whiteside,stanford,WR,74,225,9.5,33.25,NA,4.5,NA,34,119,4.41,7.23,NA,3931397
2019,Ryquell Armstead,temple,RB,71.25,220,9.13,30.63,NA,4.45,22,30,114,4.29,NA,NA,3923397
2019,George Asafo-Adjei,kentucky,OG,76.5,306,10.13,33.25,NA,5.03,31,30,109,4.88,8.07,NA,3915238
2019,Dravon Askew-Henry,west virginia,FS,70.75,202,8.88,30.125,NA,4.52,18,35,121,4.47,7.21,NA,3916064
2019,George Aston,pittsburgh,FB,71.38,244,9.5,31.5,NA,4.75,29,32.5,118,4.38,7.25,NA,3136308
2019,Blessuan Austin,rutgers,CB,72.63,198,10,32.5,NA,4.69,15,35.5,123,NA,NA,NA,3930021
2019,Jaelan Austin,texas christian,WR,71.75,194,10,31.75,NA,NA,4,NA,NA,NA,NA,NA,3676928
2019,Dameon Baber,nevada,FS,69.88,197,8.88,30.875,NA,4.59,16,34.5,120,4.29,6.98,NA,3914809
2019,Alex Bachman,wake forest,WR,71.38,195,9.5,30.875,NA,4.47,17,33,127,4.28,6.71,NA,3919510
2019,Jake Bailey,stanford,P,73.38,200,8.75,30,NA,4.72,NA,33,117,NA,NA,NA,3931395
2019,Zack Bailey,south carolina,OL,77.13,299,9.63,33,NA,5.21,24,28,103,4.88,7.71,NA,NA
2019,Derrick Baity,kentucky,CB,74.13,197,8.63,31.5,NA,4.64,10,38.5,127,4.31,NA,NA,3915240
2019,Dalton Baker,nevada las vegas,FS,70.63,186,8.75,29,NA,4.51,22,32,108,4.37,7.08,NA,NA
2019,Deandre Baker,georgia,CB,71.13,193,9,32,NA,4.52,14,31.5,118,4.27,6.95,NA,3915163
2019,Kendall Baker,georgia,OT,76.88,314,9.38,33.5,NA,NA,23,NA,NA,NA,NA,NA,NA
2019,Corey Ballentine,washburn (ks),CB,71,196,9.5,31.63,NA,4.47,15,39.5,135,4.14,NA,NA,NA
2019,Ben Banogu,texas christian,EDG,75.5,250,9,33.63,NA,4.62,23,40,134,4.27,NA,NA,3124970
2019,Alex Barnes,kansas state,RB,72.38,226,10,31,NA,4.59,34,38.5,126,4.1,NA,NA,3886636
2019,John Baron,san diego state,K,69.13,189,8.38,30.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Kirk Barron,purdue,C,73.88,309,9.13,30.125,NA,5.19,36,25.5,105,4.62,7.94,NA,3116186
2019,Alex Bars,notre dame,OG,77.88,312,9.38,32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Cody Barton,utah,LB,74.5,237,9.25,31.88,NA,4.64,30,32.5,116,4.03,NA,NA,3926229
2019,Jackson Barton,utah,OT,79.25,310,9.25,34,NA,5.18,25,27,109,4.66,NA,NA,3122865
2019,Ryan Bates,penn state,OT,76.5,306,9.5,32.5,NA,5.09,28,27,102,4.53,NA,NA,3929631
2019,John Battle,louisiana state,S,72.5,201,9.63,31.75,NA,4.67,11,29.5,120,4.33,NA,NA,559590
2019,Andrew Beck,texas,TE,74.88,252,9.13,30.25,NA,4.63,23,34,119,4.26,7.34,NA,3125107
2019,Terry Beckner,missouri,DT,75.63,296,8.63,32.25,NA,5.19,28,24.5,98,4.82,NA,NA,NA
2019,David Beedle,michigan state,OG,76.13,305,9,31.625,NA,5.64,26,21.5,97,4.92,7.9,NA,NA
2019,Mike Bell,frenso state (ca),S,74.75,210,9.25,32.38,NA,4.83,10,30,118,4.46,NA,NA,3918044
2019,Quinton Bell,prairie view a&m,OLB,75.38,238,NA,NA,NA,4.53,23,41,136,NA,7.25,NA,NA
2019,Kamryn Bennett,california,OG,75.13,291,10.13,32.125,NA,5.34,21,23.5,93,4.97,8.14,NA,3127226
2019,Beau Benzschawel,wisconsin,OG,78.25,309,9.63,33.38,NA,5.24,20,26.5,98,4.74,7.48,NA,3121537
2019,Kenny Bigelow,west virginia,DT,75.5,307,10.25,31.875,NA,5.1,31,28,96,NA,NA,NA,NA
2019,Josh Black,south florida,OLB,72.5,236,9.88,32.25,NA,4.93,18,28.5,106,4.67,7.7,NA,3139582
2019,Marquise Blair,utah,S,73.25,195,8.25,30.75,NA,4.48,NA,35,125,4.49,6.84,NA,4243244
2019,Kendall Blanton,missouri,TE,78.25,262,10.38,33.75,NA,4.95,22,31,113,4.42,NA,NA,3122103
2019,Amani Bledsoe,oklahoma,DE,76.5,280,9.38,32.25,NA,4.95,25,31,115,4.58,7.69,NA,4037633
2019,David Blough,purdue,QB,72.25,200,9.38,29.625,NA,4.91,NA,31.5,107,4.55,7.22,NA,3116188
2019,Joe Blue,newberry (sc),FB,69,230,8.63,29.125,NA,4.83,16,30.5,111,4.56,7.78,NA,NA
2019,Curtis Bolton,oklahoma,OLB,72.13,228,10.38,31.875,NA,4.59,17,38,119,4.35,7.19,NA,3116367
2019,Jonathan Bonner,notre dame,DT,75.5,289,10.25,33.5,NA,5.02,NA,32.5,116,4.69,7.41,NA,3129292
2019,Dante Booker,ohio state,OLB,74.63,236,9.5,31.875,NA,4.75,23,33,119,4.3,6.94,NA,3121408
2019,Alex Bookser,pittsburgh,OT,78.13,318,9.13,33.75,NA,NA,29,NA,NA,NA,NA,NA,NA
2019,Nick Bosa,ohio state,DE,75.75,266,10.75,33,NA,4.79,29,33.5,116,4.14,NA,NA,4040605
2019,Kris Boyd,texas,CB,71.5,201,9,30.75,NA,4.45,19,36.5,127,4.08,NA,NA,3929845
2019,Miles Boykin,notre dame,WR,75.75,220,9.88,33.5,NA,4.42,12,43.5,140,4.07,NA,NA,3932423
2019,Garrett Bradbury,north carolina state,C,74.88,306,10.5,31.75,NA,4.92,34,31,104,4.53,NA,NA,3116729
2019,Tyre Brady,marshall (wv),WR,74.88,211,9.75,33.63,NA,4.76,12,32,117,4.25,7.24,NA,3123074
2019,Jordan Brailford,oklahoma state,EDG,74.63,252,9.13,32.5,NA,4.65,22,37.5,126,4.35,7.44,NA,3122420
2019,Bryson Bridges,san jose state,DE,73.63,256,9,31.875,NA,4.99,23,30,107,4.78,7.44,NA,3921677
2019,JK Britt,north carolina,FS,71.63,204,9,30.875,NA,4.67,16,33,117,4.5,7.45,NA,3895829
2019,Nate Brooks,north texas,CB,71.88,187,8.5,31.125,NA,4.62,11,40.5,127,4.07,6.65,NA,3914477
2019,Nick Brossette,louisiana state,RB,71.25,209,8.63,30,NA,4.72,15,35.5,118,4.44,NA,NA,3843406
2019,Cortez Broughton,cincinnati,DT,74.25,293,9.13,32.75,NA,4.98,24,33.5,113,4.57,7.65,NA,3139036
2019,AJ Brown,mississippi,WR,72.5,226,9.75,32.88,NA,4.49,19,36.5,120,4.25,7,NA,NA
2019,Blace Brown,troy (al),CB,72.38,194,9.75,32,NA,4.75,14,37.5,126,4.22,6.97,NA,3128652
2019,Chris Brown,southern california,OG,76.75,300,9.38,31.5,NA,5.49,21,29,108,4.9,7.59,NA,NA
2019,Jordan Brown,south dakota state,CB,72.38,201,9.63,30.5,NA,4.51,13,39.5,128,4.2,6.92,NA,NA
2019,Keenen Brown,texas state,TE,74.5,250,9.88,34.5,NA,4.75,17,33,117,4.51,NA,NA,3122421
2019,Marquise Brown,oklahoma,WR,69.38,166,9,30.5,NA,NA,NA,NA,NA,NA,NA,NA,4241372
2019,Shun Brown,arizona,WR,68.25,185,9,29.75,NA,4.72,NA,NA,114,4.3,7.06,NA,3931425
2019,Jake Browning,washington,QB,74,211,9,32.5,NA,4.74,NA,29,112,4.44,NA,NA,3886812
2019,Garrett Brumfield,louisiana state,OG,74.63,289,9.75,33,NA,5.19,24,33,112,4.51,7.59,NA,559610
2019,Austin Bryant,clemson,DE,75.88,271,9.63,34.63,NA,NA,NA,NA,NA,NA,NA,NA,3728253
2019,Isaiah Buggs,alabama,DT,75.13,306,9.25,31.25,NA,5.15,20,24.5,96,4.83,NA,NA,4241451
2019,Ian Bunting,california,TE,78.5,247,10.63,34,NA,4.93,17,35,123,4.39,7.31,NA,3115981
2019,Sean Bunting,central michigan,CB,72.38,195,9.63,31.75,NA,4.42,14,41.5,126,4.2,6.89,NA,3932886
2019,Jesse Burkett,stanford,C,76,303,8.5,32.875,NA,5.55,23,25,102,5.06,8.28,NA,3117244
2019,Brian Burns,florida state,EDG,77.13,249,10,33.88,NA,4.53,NA,36,129,NA,NA,NA,4035631
2019,Ben Burr-Kirven,washington,LB,72.13,230,8.88,31.88,NA,4.56,21,34.5,121,4.09,NA,NA,3886816
2019,Devin Bush,michigan,LB,71,234,9.63,32,NA,4.43,21,40.5,124,4.23,NA,NA,4036261
2019,Juwan Bushell-Beatty,michigan,OG,77.5,315,9.75,33.75,NA,NA,16,25.5,95,4.91,8,NA,NA
2019,Emmanuel Butler,northern arizona,WR,75,217,10.13,33,NA,4.75,11,36,115,4.22,7.41,NA,NA
2019,Hakeem Butler,iowa state,WR,77.63,227,10.75,35.25,NA,4.48,18,36,128,4.16,7.09,NA,3917940
2019,Evan Butts,virginia,TE,75.63,247,9.25,32,NA,5.14,20,24.5,109,4.66,7.34,NA,3124024
2019,Yodny Cajuste,west virginia,OT,76.88,312,10,34,NA,NA,32,NA,NA,NA,NA,NA,3116455
2019,Deion Calhoun,mississippi state,OG,74.5,310,10,33.13,NA,5.07,26,28.5,105,4.62,NA,NA,NA
2019,Parris Campbell,ohio state,WR,71.88,205,9.5,32.25,NA,4.31,11,40,135,4.03,NA,NA,3121410
2019,Squally Canada,brigham young,RB,70.13,211,9.38,31,NA,4.68,21,28,116,4.35,7.09,NA,3127262
2019,Malik Carney,north carolina,EDG,74,251,9.88,33.38,NA,4.73,25,33,113,4.75,7.45,NA,3116693
2019,Emmitt Carpenter,minnesota,K,70.88,204,8.63,29.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,KJ Carta-Samuels,colorado state,QB,73.5,219,10.25,32,NA,4.95,NA,35.5,116,4.45,7.27,NA,3127291
2019,Blake Cashman,minnesota,LB,73.13,237,8.75,30.13,NA,4.5,18,37.5,124,4.12,NA,NA,3728281
2019,Rashard Causey,central florida,CB,71.13,188,8,29.5,NA,4.4,15,32.5,121,4.45,7.49,NA,3929033
2019,Hamp Cheevers,boston college,CB,69.38,169,8.63,30.5,NA,4.52,8,39,122,4.25,NA,NA,4035339
2019,Adam Choice,clemson,RB,69.38,209,9.88,31.625,NA,4.58,NA,32,118,4.44,7.27,NA,3122842
2019,Juston Christian,marist,WR,71.63,196,9.5,31.5,NA,4.49,16,36,126,4.5,7.32,NA,NA
2019,Demarcus Christmas,florida state,DT,75.75,294,9.13,32.75,NA,5.08,22,25.5,101,5.07,7.94,NA,3122915
2019,Keller Chryst,tennessee,QB,76.13,239,10.38,33,NA,4.9,NA,35,114,4.44,7.09,NA,3117245
2019,Kyle Chung,virginia tech,OG,74.75,302,8.75,32.5,NA,5.48,31,29.5,106,4.82,7.77,NA,547018
2019,Khairi Clark,florida,DT,73,309,9.88,32.25,NA,5.38,25,24.5,92,4.99,8.03,NA,3121643
2019,Jeremiah Clarke,north carolina,DT,76.75,308,9.38,34,NA,5.08,NA,27,112,4.69,7.71,NA,3116692
2019,AJ Cole,north carolina state,P,76.13,217,8.75,33.333,NA,NA,NA,NA,NA,NA,NA,NA,3945597
2019,Tariq Cole,rutgers,OT,77.75,324,10.75,34.375,NA,5.43,27,25,105,4.9,7.84,NA,3127365
2019,Nick Coleman,notre dame,FS,71.63,194,9.25,29.125,NA,4.63,14,36,121,4.27,6.96,NA,3932424
2019,LJ Collier,texas christian,DE,74.25,283,10,34,NA,4.91,25,30,118,4.78,NA,NA,3116449
2019,John Cominsky,charleston (wv),DE,77.38,286,9.75,33.5,NA,4.69,22,33.5,116,4.38,NA,NA,NA
2019,Te'Von Coney,notre dame,LB,72.88,234,9.5,32.88,NA,4.74,16,32.5,116,4.45,7.33,NA,NA
2019,Ryan Connelly,wisconsin,LB,74.13,242,9.38,30.88,NA,4.66,17,34.5,118,4.31,NA,NA,3121538
2019,CJ Conrad,kentucky,TE,76.5,249,9.25,31,NA,4.8,21,33,113,4.41,7.14,NA,3915230
2019,Josh Corcoran,northern illinois,DE,74.63,243,8.88,31,NA,4.89,23,29,116,4.56,7.69,NA,3921958
2019,Taylor Cornelius,oklahoma state,QB,77.63,224,9.75,32.375,NA,4.72,NA,38,119,4.33,7.06,NA,3122424
2019,Byron Cowart,maryland,DT,75,298,10,33.75,NA,5.16,26,30,111,4.62,7.66,NA,3916922
2019,Chandler Cox,auburn,FB,72.75,236,8.88,31,NA,4.8,18,32,111,4.32,7.31,NA,3843217
2019,Jonathan Crawford,indiana,S,73.25,205,9.25,31.5,NA,4.73,16,31.5,115,4.4,7.15,NA,3929780
2019,Xavier Crawford,central michigan,CB,70.88,187,9,29.13,NA,4.48,11,37.5,NA,NA,NA,NA,3860287
2019,Damarea Crockett,missouri,RB,69.75,225,9.63,32,NA,4.5,21,37,119,4.32,7.43,NA,4035102
2019,KC Crosby,south carolina,FB,72.63,236,9.63,32.75,NA,4.8,21,30,120,4.48,7.43,NA,3126479
2019,Maxx Crosby,eastern michigan,EDG,76.88,255,9.75,32.88,NA,4.66,18,36,122,4.13,NA,NA,3916655
2019,Micky Crum,louisville,TE,76.38,246,9.63,31.75,NA,4.98,15,31,106,4.66,7.22,NA,3116661
2019,Jamal Custis,syracuse,WR,76.13,214,10.88,33.88,NA,4.5,NA,34.5,124,4.46,7.23,NA,3124013
2019,Austin Cutting,air force,LS,75.5,243,9.63,30.875,NA,5.16,19,27.5,100,4.32,7.19,NA,4038201
2019,Dennis Daley,south carolina,OT,77,317,9.5,33.38,NA,5.23,20,26.5,103,4.92,NA,NA,NA
2019,Jalen Dalton,north carolina,DE,77.75,283,8.75,34.125,NA,4.81,21,32.5,118,4.56,7.45,NA,3895834
2019,Davante Davis,texas,CB,74.13,202,9.75,31.38,NA,4.57,14,37,125,4.15,NA,NA,3929849
2019,Deshaun Davis,auburn,LB,71.38,234,10,31.25,NA,4.77,25,31,111,4.38,7.32,NA,3121578
2019,Felton Davis,michigan state,WR,75.5,211,10.25,32.75,NA,NA,21,NA,NA,NA,NA,NA,NA
2019,Jamal Davis,akron,EDG,75.13,243,10.25,34.25,NA,4.6,19,39,122,4.44,NA,NA,NA
2019,Nate Davis,north carolina charlotte,OG,75.25,316,9.5,33.13,NA,5.23,23,26,107,4.83,NA,NA,NA
2019,Ryan Davis,auburn,WR,69.88,189,9.25,30.88,NA,4.63,12,35,124,4.23,NA,NA,3916946
2019,Titus Davis,central florida,DE,73.63,236,10.25,32.125,NA,5.12,20,29,109,4.5,7.24,NA,NA
2019,Taiwan Deal,wisconsin,RB,72.25,226,9.38,31,NA,NA,24,NA,NA,NA,NA,NA,3121540
2019,Jamel Dean,auburn,CB,73,206,9.13,31.75,NA,4.3,16,41,130,4.19,NA,NA,3873935
2019,Jhavonte Dean,miami (fl),CB,73.25,185,8.88,32,NA,4.47,NA,34.5,120,4.35,7.26,NA,4240629
2019,Michael Deiter,wisconsin,OG,77.13,309,10.75,33.13,NA,5.23,21,28,105,4.81,NA,NA,3121541
2019,Lukas Denis,boston college,S,71.25,190,9.5,31.25,NA,4.64,16,33.5,116,4.09,NA,NA,3915291
2019,Mason Denley,houston,OG,75.75,296,10.5,34,NA,5.22,28,29.5,111,4.81,7.71,NA,3126188
2019,Stephen Denmark,valdosta state (ga),SS,74.5,220,9.63,33.375,NA,4.46,19,43.5,130,4.27,7.4,NA,NA
2019,Andre Dillard,washington state,OT,77,315,10,33.5,NA,4.96,24,29,118,4.4,NA,NA,3127264
2019,Jakari Dillard,central arkansas,WR,75.25,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Winston Dimel,texas-el paso,FB,72.13,232,8.63,28.75,NA,4.78,NA,33.5,112,4.46,7.2,NA,3125062
2019,Joe Dineen,kansas,ILB,74.25,231,8.75,30.25,NA,4.66,20,33,115,NA,NA,NA,NA
2019,D'Cota Dixon,wisconsin,S,69.63,204,9.13,29.25,NA,4.81,20,33.5,119,4.05,6.93,NA,3121542
2019,Johnnie Dixon,ohio state,WR,70.38,201,9.63,30.25,NA,4.41,16,37.5,120,4.43,7.38,NA,3121413
2019,Tyrel Dodson,texas a&m,LB,72.38,237,9.13,31.75,NA,4.6,24,35,118,4.5,7.59,NA,4035232
2019,Michael Dogbe,temple,DT,75,284,9.13,33.5,NA,5.07,34,NA,110,4.62,7.49,NA,3138765
2019,Jacob Dolegala,central connecticut,QB,78.63,242,11.13,34.125,NA,5.04,NA,31.5,119,4.57,7.22,NA,NA
2019,Greg Dortch,wake forest,WR,67.13,173,9.25,29.25,NA,4.59,NA,33,109,4.08,6.89,NA,4037235
2019,Malik Dorton,southern california,DT,73.75,280,9.25,33.25,NA,5.12,24,22.5,103,4.68,7.39,NA,3120359
2019,Keelan Doss,uc-davis,WR,74.75,211,9.5,31.75,NA,4.56,8,36,124,NA,NA,NA,NA
2019,Tymere Dubose,kentucky,DT,76.63,306,10,33.75,NA,5.38,18,24.5,99,5.07,7.9,NA,3126326
2019,Ashton Dulin,malone (oh),WR,73.38,215,9,33.38,NA,4.43,13,38,121,4.22,6.81,NA,NA
2019,Eric Dungey,syracuse,QB,74.75,226,9.5,31.75,NA,4.78,22,31.5,114,4.5,7.02,NA,3916447
2019,Jovon Durante,florida atlantic,WR,71.13,160,8.75,31.13,NA,4.55,NA,31.5,120,4.31,NA,NA,3916069
2019,Landis Durham,texas a&m,OLB,73.88,249,10,32,NA,4.85,17,35,117,4.43,7.38,NA,3917329
2019,Johnny Dwight,alabama,DT,74.88,295,9.75,33.75,NA,5.3,NA,25.5,100,NA,NA,NA,3126348
2019,Alec Eberle,florida state,C,75.38,297,9.5,31.375,NA,5.51,26,26.5,98,4.8,7.94,NA,3122917
2019,Chuma Edoga,southern california,OT,75.5,308,9.63,34.75,NA,5.19,21,24.5,108,4.53,7.47,NA,NA
2019,David Edwards,wisconsin,OT,78.25,308,9.75,33.38,NA,5.28,16,25.5,99,4.77,NA,NA,3917660
2019,Javier Edwards,colorado,DT,73.75,323,9.5,33.875,NA,5.1,31,29,106,4.83,7.99,NA,4243164
2019,Mike Edwards,kentucky,S,70.5,205,9.38,30.88,NA,4.5,NA,37,116,NA,NA,NA,3155647
2019,TJ Edwards,wisconsin,LB,72.38,230,9.38,31.25,NA,4.87,16,32.5,112,4.28,7.06,NA,3121544
2019,Emeke Egbule,houston,LB,73.88,245,9.25,33,NA,4.65,20,33,119,4.38,7.09,NA,3914613
2019,EJ Ejiya,north texas,OLB,73,235,8.75,32,NA,4.82,18,35.5,118,4.3,7.22,NA,3120573
2019,Tony Ellison,arizona,WR,71,181,8.75,29.75,NA,4.68,2,30,123,4.2,6.77,NA,3133996
2019,Kaden Elliss,idaho,OLB,74.25,238,10.5,32.75,NA,4.71,20,34.5,120,4.13,6.63,NA,3124890
2019,Marcus Epps,wyoming,FS,71.75,197,10,29.5,NA,4.55,17,38.5,124,4.07,6.77,NA,3139368
2019,Bobby Evans,oklahoma,OG,76.38,312,9.88,34.75,NA,5.2,22,27.5,116,4.72,8,NA,3706968
2019,Justin Falcinelli,clemson,C,76.25,309,9.75,32.5,NA,NA,27,NA,NA,NA,NA,NA,NA
2019,Brandon Fanaika,stanford,OG,74.5,317,10.38,33.375,NA,5.48,23,26.5,99,4.79,7.62,NA,NA
2019,Noah Fant,iowa,TE,76.13,249,9.75,33.5,NA,4.5,20,39.5,127,4.22,NA,NA,4036131
2019,Koa Farmer,penn state,OLB,72.88,228,8.88,31.375,NA,4.54,24,37,124,4.28,6.87,NA,3116162
2019,Tanner Farmer,nebraska,OG,75.38,315,9.38,31.5,NA,5.26,39,32.5,118,4.71,7.91,NA,NA
2019,Corey Fatony,missouri,P,69.88,200,9.13,28.625,NA,NA,NA,33.5,NA,NA,NA,NA,3924313
2019,Rashad Fenton,south carolina,CB,71,193,8.75,30.38,NA,4.52,12,34,117,4.25,7.06,NA,3924364
2019,Jaylon Ferguson,louisiana tech,DE,76.75,271,9.13,34.5,NA,4.82,24,32,117,5.12,8.08,NA,3122766
2019,Jazz Ferguson,northwestern state (la),WR,76.75,227,9.25,34.25,NA,4.45,8,37,123,4.59,7.13,NA,3843603
2019,Clelin Ferrell,clemson,DE,76.38,264,10.5,34.13,NA,NA,25,NA,114,4.4,NA,NA,3728258
2019,Quin Ficklin,utah state,C,74.63,295,9,31.25,NA,5.25,18,26.5,106,4.81,7.97,NA,536121
2019,Mark Fields,clemson,CB,69.88,192,9.13,30.5,NA,4.37,18,31.5,120,NA,NA,NA,3728261
2019,Ryan Finley,north carolina state,QB,76,213,9.5,32.88,NA,4.73,NA,30.5,116,4.2,NA,NA,546288
2019,Nick Fitzgerald,mississippi state,QB,76.63,226,9.75,31.88,NA,4.64,NA,29.5,115,4.56,7.42,NA,558337
2019,Drew Forbes,southeast missouri state,OG,76.5,308,10,32.625,NA,4.96,28,30.5,107,4.7,7.65,NA,NA
2019,Andrew Ford,massachusetts,QB,73.75,208,9.5,31.75,NA,NA,NA,NA,NA,NA,NA,NA,3116772
2019,Cody Ford,oklahoma,OG,75.75,329,9.75,34,NA,5.21,19,28.5,104,4.87,NA,NA,NA
2019,Chase Forrest,california,QB,73.5,202,10,31.375,NA,4.93,NA,27,NA,NA,NA,NA,3127204
2019,Austin Fort,wyoming,TE,75.75,238,10.25,33,NA,4.61,NA,31.5,117,4.36,6.94,NA,3125402
2019,Jack Fox,rice (tx),P,74.5,213,9.25,31.75,NA,4.73,NA,27.5,114,NA,NA,NA,3916370
2019,Jabril Frazier,boise state,DE,76,239,9.38,33.5,NA,NA,22,30.5,110,NA,NA,NA,3127581
2019,Hjalte Froholdt,arkansas,OG,76.63,306,9.75,31.25,NA,5.2,31,27.5,105,4.54,NA,NA,3886633
2019,Travis Fulgham,old dominion (va),WR,74.38,215,9.5,33.75,NA,4.58,15,36.5,126,4.22,6.84,NA,3139522
2019,Lamont Gaillard,georgia,C,74.38,305,10.38,33.5,NA,5.15,18,26.5,97,4.78,7.81,NA,3128707
2019,Greg Gaines,washington,DT,73.13,312,9.63,31.25,NA,5.16,30,31,109,4.67,7.75,NA,3127294
2019,Drew Galitz,baylor,P,71.38,200,8.63,29.25,NA,NA,NA,NA,NA,NA,NA,NA,3928923
2019,Rick Gamboa,colorado,ILB,71.13,231,9.5,30.75,NA,5.2,18,28,105,4.72,7.69,NA,3122610
2019,Malik Gant,marshall (wv),S,71.63,209,8.88,30.5,NA,4.63,17,34.5,114,4.3,NA,NA,3931774
2019,Andrew Gantz,northern illinois,K,69.13,182,9.13,28.75,NA,NA,NA,NA,NA,NA,NA,NA,552218
2019,Chauncey Gardner-Johnson,florida,S,70.88,210,9.25,30.88,NA,4.48,17,36,117,4.2,NA,NA,NA
2019,Rashan Gary,michigan,DE,76.38,277,9.63,34.13,NA,4.58,26,38,120,4.29,NA,NA,4046523
2019,Myles Gaskin,washington,RB,69.25,205,8.75,29.5,NA,4.58,24,35.5,118,4.27,NA,NA,3886818
2019,Tyler Gauthier,miami (fl),C,76,311,9.88,32,NA,5.24,27,30,104,NA,NA,NA,3917868
2019,Matt Gay,utah,K,72,232,9,30.5,NA,NA,NA,NA,NA,NA,NA,NA,4249087
2019,Zach Gentry,michigan,TE,80.13,265,9.5,34.13,NA,4.9,12,29.5,110,4.53,7.2,NA,3929924
2019,Kyle Gibson,central florida,FS,71.63,179,9.38,32.25,NA,4.68,11,33.5,116,4.56,7.1,NA,3128434
2019,Luke Gifford,nebraska,OLB,75,243,9,33,NA,4.68,23,35,121,4.21,7.1,NA,3116097
2019,Ulysees Gilbert,akron,OLB,72.13,224,9.75,31.75,NA,4.51,20,39.5,126,4.43,7.03,NA,NA
2019,Joe Giles-Harris,duke,LB,73.75,234,8.5,31.25,NA,4.75,17,29.5,111,4.4,7.09,NA,3917797
2019,Cullen Gillaspia,texas a&m,FB,73.25,234,9.13,30.75,NA,4.54,20,32.5,112,4.28,6.95,NA,3122143
2019,Kevin Givens,penn state,DT,73.25,285,9.63,32.13,NA,5.08,32,31,115,4.62,NA,NA,3929641
2019,Cameron Glenn,wake forest,SS,71.5,209,9,29.875,NA,4.59,15,32,120,4.47,7.01,NA,3124096
2019,Dan Godsil,indiana,LS,75.88,241,10.13,33,NA,5,16,34.5,118,4.55,NA,NA,3929801
2019,Terry Godwin,georgia,WR,71.5,184,9.38,30,NA,4.55,NA,36.5,117,4.18,NA,NA,3915174
2019,Carl Granderson,wyoming,EDG,76.75,254,9.63,34,NA,4.79,NA,35,119,4.41,NA,NA,3918310
2019,Derwin Gray,maryland,OT,76.5,320,9.63,34.375,NA,5.26,26,26,90,4.94,8.15,NA,3115949
2019,Trayone Gray,miami (fl),RB,73,233,8.75,31.25,NA,4.45,22,32.5,121,4.6,7.45,NA,3135736
2019,Gerri Green,mississippi state,EDG,76,252,10,33,NA,4.63,24,35,114,4.42,NA,NA,NA
2019,Marcus Green,louisiana-monroe,WR,67.88,190,9,30.75,NA,4.41,14,37,124,4.41,6.88,NA,NA
2019,Donnell Greene,minnesota,OT,77.25,335,9.5,35.25,NA,NA,NA,NA,NA,NA,NA,NA,4034773
2019,Jalen Greene,utah state,WR,73.88,205,9.75,31.25,NA,4.67,16,32,122,4.46,7.09,NA,3120349
2019,Ethan Greenidge,villanova,OL,76.38,327,10.38,34.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Dre Greenlaw,arkansas,LB,71.5,237,9.88,32.25,NA,4.73,24,33,117,4.56,7.21,NA,3916903
2019,Will Grier,west virginia,QB,74.5,217,9.38,31.5,NA,4.84,NA,34,112,4.28,NA,NA,559556
2019,Jordan Griffin,vanderbilt,ILB,70.5,222,8.75,31.125,NA,NA,18,36,120,4.39,7.38,NA,3915764
2019,Porter Gustin,southern california,EDG,76.5,255,10,33,NA,4.69,31,35.5,119,4.22,6.97,NA,3912553
2019,Jalen Guyton,north texas,WR,72.88,212,9.25,32,NA,4.39,13,37.5,125,4.09,6.9,NA,3932430
2019,Breckyn Hager,texas,OLB,74.75,255,9.63,32,NA,4.87,15,39.5,121,4.37,7.27,NA,3929860
2019,AT Hall,stanford,OG,76.13,303,10.63,34.375,NA,5.44,18,28,112,4.66,7.78,NA,NA
2019,Emanuel Hall,missouri,WR,73.88,201,9.75,33.25,NA,4.39,15,43.5,141,NA,NA,NA,3924318
2019,Kemon Hall,north texas,CB,71.13,196,9.25,29.5,NA,4.5,13,35,123,4.45,7.15,NA,4243831
2019,Nate Hall,northwestern,LB,74.25,225,9.38,32.25,NA,4.72,NA,33,119,4.21,6.85,NA,3116134
2019,Terez Hall,missouri,LB,73.13,230,10.38,33.5,NA,4.9,20,39.5,119,4.38,NA,NA,3924319
2019,Saquan Hampton,rutgers,S,73.38,206,8.63,31.63,NA,4.48,14,36.5,125,4.25,6.93,NA,3127367
2019,Blake Hance,northwestern,OT,77.63,305,10.13,32.125,NA,5.29,27,27,107,4.69,7.65,NA,3116135
2019,Terrill Hanks,new mexico state,LB,74,242,9.75,33.5,NA,4.98,21,35.5,118,4.52,7.14,NA,3922125
2019,Chase Hansen,utah,LB,74.88,222,9.38,30.5,NA,NA,NA,NA,NA,NA,NA,NA,531024
