id,offense,offense_conference,defense,defense_conference,home,away,offense_score,defense_score,game_id,drive_id,drive_number,play_number,period,clock.minutes,clock.seconds,offense_timeouts,defense_timeouts,yard_line,yards_to_goal,down,distance,scoring,yards_gained,play_type,play_text,ppa,wallclock
401403902101904901,Arkansas,SEC,Alabama,SEC,Arkansas,Alabama,0,0,401403902,4014039022,2,8,1,9,50,3,3,29,71,4,11,false,0,Punt,"Max Fletcher punt for 36 yds, punt out-of-bounds at the Alab 35",,2022-10-01T19:50:01.000Z
401403902101945901,Arkansas,SEC,Alabama,SEC,Arkansas,Alabama,0,7,401403902,4014039024,4,6,1,5,40,3,3,30,70,4,5,false,0,Punt,"Max Fletcher punt for 50 yds, fair catch by Kool-Aid McKinstry at the Alab 20",,2022-10-01T20:02:36.000Z
401403902101995101,Arkansas,SEC,Alabama,SEC,Arkansas,Alabama,0,14,401403902,4014039026,6,6,1,0,48,3,3,40,60,4,8,false,31,Punt,"Max Fletcher punt for 47 yds , Kool-Aid McKinstry returns for 31 yds to the ARKANSAS 29 ARKANSAS Penalty, Illegal Formation (-5 Yards) to the Alab 49",,2022-10-01T20:18:27.000Z
401403902102895201,Alabama,SEC,Arkansas,SEC,Arkansas,Alabama,14,0,401403902,4014039029,9,4,2,10,47,3,3,58,58,4,8,false,0,Punt,"James Burnip punt for 49 yds, fair catch by Bryce Stephens at the Ark 9",,2022-10-01T20:35:49.000Z
401403902102908501,Arkansas,SEC,Alabama,SEC,Arkansas,Alabama,0,14,401403902,40140390210,10,4,2,9,14,3,3,11,89,4,8,false,45,Punt,"Max Fletcher punt for 51 yds , Kool-Aid McKinstry returns for 45 yds to the Ark 17",,2022-10-01T20:40:59.000Z
401403902102934301,Arkansas,SEC,Alabama,SEC,Arkansas,Alabama,0,21,401403902,40140390212,12,6,2,6,56,3,3,15,85,4,20,false,0,Punt,"Max Fletcher punt for 44 yds, fair catch by Kool-Aid McKinstry at the Alab 41",,2022-10-01T20:49:27.000Z
401403902103866801,Arkansas,SEC,Alabama,SEC,Arkansas,Alabama,7,28,401403902,40140390216,16,7,3,13,31,3,3,40,60,4,7,false,51,Punt,"Max Fletcher punt for 46 yds , Kool-Aid McKinstry returns for a loss of 1 yard to the Alab 39 ALABAMA Penalty, Illegal Block (5 Yards) to the Alab 8",,2022-10-01T21:44:27.000Z
401403902103896301,Alabama,SEC,Arkansas,SEC,Arkansas,Alabama,28,7,401403902,40140390217,17,7,3,10,36,3,3,71,71,4,1,false,0,Punt,"James Burnip punt for 49 yds, fair catch by Bryce Stephens at the Ark 22",,2022-10-01T21:47:40.000Z
401403902104877001,Arkansas,SEC,Alabama,SEC,Arkansas,Alabama,23,35,401403902,40140390223,23,6,4,12,29,3,3,38,62,4,8,false,0,Punt,"Max Fletcher punt for 34 yds, punt out-of-bounds at the Alab 28",,2022-10-01T22:36:41.000Z
401403902104938101,Arkansas,SEC,Alabama,SEC,Arkansas,Alabama,26,49,401403902,40140390227,27,5,4,6,18,3,3,28,72,4,7,false,0,Punt,"Max Fletcher punt for 32 yds, punt out-of-bounds at the Alab 40",,2022-10-01T23:06:42.000Z
401403902104955901,Alabama,SEC,Arkansas,SEC,Arkansas,Alabama,49,26,401403902,40140390228,28,4,4,4,40,3,3,56,56,4,6,false,13,Punt,"James Burnip punt for 39 yds for a 1ST down , Bryce Stephens returns for 13 yds to the ARKANSAS 43 for a 1ST down ALABAMA Penalty, Face Mask (15 yards) (-15 Yards) to the Ark 45 for a 1ST down",,2022-10-01T23:13:02.000Z
401403903101879401,LSU,SEC,Auburn,SEC,Auburn,LSU,0,7,401403903,4014039032,2,5,1,12,5,3,3,75,75,4,10,false,0,Punt,"Jay Bramblett punt for 46 yds, punt out-of-bounds at the Aub 29",,2022-10-01T23:25:07.000Z
401403903101896901,Auburn,SEC,LSU,SEC,Auburn,LSU,7,0,401403903,4014039033,3,5,1,10,30,3,3,25,75,4,14,false,60,Punt,"Oscar Chapman punt for 50 yds, downed at the AUBURN 25 LSU Penalty, Illegal Block (10 Yards) to the LSU 15",,2022-10-01T23:29:06.000Z
401403903101936601,LSU,SEC,Auburn,SEC,Auburn,LSU,0,7,401403903,4014039034,4,11,1,6,33,3,3,46,46,4,7,false,0,Punt,"Jay Bramblett punt for 33 yds, fair catch by Keionte Scott at the Aub 13",,2022-10-01T23:35:59.000Z
401403903101958701,Auburn,SEC,LSU,SEC,Auburn,LSU,7,0,401403903,4014039035,5,7,1,4,12,3,3,30,70,4,4,false,0,Punt,"Oscar Chapman punt for 44 yds, fair catch by Jack Bech at the LSU 26",,2022-10-01T23:42:24.000Z
401403903101979901,LSU,SEC,Auburn,SEC,Auburn,LSU,0,7,401403903,4014039036,6,6,1,2,0,3,3,66,66,4,17,false,0,Punt,"Jay Bramblett punt for 65 yds, downed at the Aub 1",,2022-10-01T23:46:09.000Z
401403903102878901,LSU,SEC,Auburn,SEC,Auburn,LSU,0,14,401403903,4014039038,8,6,2,12,10,3,3,83,83,4,19,false,15,Punt,"Jay Bramblett punt for 58 yds , Keionte Scott returns for 15 yds to the Aub 40",,2022-10-02T00:02:38.000Z
401403903102935401,LSU,SEC,Auburn,SEC,Auburn,LSU,0,17,401403903,40140390310,10,9,2,6,45,3,2,56,56,4,6,false,27,Punt,"Jay Bramblett punt for 42 yds, fair catch by Keionte Scott at the AUBURN 14 LSU Penalty, Kick Catching Interference (15 Yards) to the Aub 29",,2022-10-02T00:21:01.000Z
401403903103866001,LSU,SEC,Auburn,SEC,Auburn,LSU,14,17,401403903,40140390315,15,5,3,13,39,3,3,77,77,4,12,false,0,Punt,"Jay Bramblett punt for 44 yds, fair catch by Keionte Scott at the Aub 33",,2022-10-02T01:15:44.000Z
401403903103877201,Auburn,SEC,LSU,SEC,Auburn,LSU,17,14,401403903,40140390316,16,4,3,12,27,3,3,40,60,4,3,false,0,Punt,"Oscar Chapman punt for 50 yds, fair catch by Jack Bech at the LSU 10",,2022-10-02T01:21:48.000Z
401403903103906901,LSU,SEC,Auburn,SEC,Auburn,LSU,14,17,401403903,40140390317,17,8,3,9,30,3,3,48,48,4,4,false,0,Punt,"Jay Bramblett punt for 29 yds, fair catch by Keionte Scott at the Aub 19",,2022-10-02T01:26:21.000Z
401403903104904901,LSU,SEC,Auburn,SEC,Auburn,LSU,21,17,401403903,40140390321,21,8,4,9,50,3,2,87,87,4,12,false,4,Punt,"Jay Bramblett punt for 44 yds , Keionte Scott returns for 4 yds to the Aub 47",,2022-10-02T02:09:52.000Z
401403903104918801,Auburn,SEC,LSU,SEC,Auburn,LSU,17,21,401403903,40140390322,22,4,4,8,11,2,3,44,56,4,13,false,0,Punt,"Oscar Chapman punt for 41 yds, fair catch by Jack Bech at the LSU 15",,2022-10-02T02:15:16.000Z
401403903104946801,LSU,SEC,Auburn,SEC,Auburn,LSU,21,17,401403903,40140390323,23,7,4,5,31,3,2,73,73,4,8,false,1,Punt,"Jay Bramblett punt for 39 yds , Keionte Scott returns for 1 yd to the Aub 35 Keionte Scott fumbled, recovered by LSU Kayshon Boutte",,2022-10-02T02:24:14.000Z
401403904102865501,Eastern Washington,Big Sky,Florida,SEC,Florida,Eastern Washington,3,14,401403904,4014039045,5,7,2,13,44,3,3,57,57,4,7,false,0,Punt,"Nick Kokich punt for 46 yds, fair catch by Xzavier Henderson at the Fla 11",,2022-10-02T17:25:37.000Z
401403904102939501,Eastern Washington,Big Sky,Florida,SEC,Florida,Eastern Washington,3,21,401403904,4014039047,7,10,2,6,4,3,3,52,52,4,9,false,15,Punt,"Nick Kokich punt for 43 yds , Xzavier Henderson returns for 15 yds to the Fla 24",,2022-10-02T17:25:37.000Z
401403904103886501,Eastern Washington,Big Sky,Florida,SEC,Florida,Eastern Washington,3,35,401403904,40140390414,14,9,3,11,34,3,3,48,48,4,7,false,0,Punt,"Nick Kokich punt for 40 yds, fair catch by Xzavier Henderson at the Fla 8",,2022-10-02T17:54:13.000Z
401403904103948301,Eastern Washington,Big Sky,Florida,SEC,Florida,Eastern Washington,3,38,401403904,40140390416,16,6,3,5,16,3,3,75,75,4,21,false,6,Punt,"Nick Kokich punt for 42 yds , Xzavier Henderson returns for 6 yds to the Fla 29",,2022-10-02T18:25:59.000Z
401403904103974701,Eastern Washington,Big Sky,Florida,SEC,Florida,Eastern Washington,3,45,401403904,40140390418,18,6,3,2,52,3,3,79,79,4,14,false,12,Punt,"Nick Kokich punt for 41 yds , Xzavier Henderson returns for 12 yds to the 50 yard line",,2022-10-02T18:19:04.000Z
401403905101875701,Ole Miss,SEC,Kentucky,SEC,Ole Miss,Kentucky,0,0,401403905,4014039051,1,8,1,12,42,3,3,54,46,4,6,false,0,Punt,"Fraser Masin punt for 41 yds, downed at the Kent 5",,2022-10-01T16:11:51.000Z
401403905101915001,Kentucky,SEC,Ole Miss,SEC,Ole Miss,Kentucky,0,0,401403905,4014039052,2,7,1,8,49,3,3,85,85,4,12,false,0,Punt,"Colin Goodfellow punt for 50 yds, punt out-of-bounds at the Miss 35",,2022-10-01T16:17:24.000Z
401403905102866801,Ole Miss,SEC,Kentucky,SEC,Ole Miss,Kentucky,14,6,401403905,4014039057,7,7,2,13,31,3,3,41,59,4,4,false,0,Punt,"Fraser Masin punt for 58 yds, downed at the Kent 1",,2022-10-01T16:58:19.000Z
401403905103877101,Kentucky,SEC,Ole Miss,SEC,Ole Miss,Kentucky,12,19,401403905,40140390513,13,5,3,12,28,3,3,68,68,4,5,false,0,Punt,"Colin Goodfellow punt for 53 yds, fair catch by Jordan Watkins at the Miss 15",,2022-10-01T17:56:34.000Z
401403905103886901,Ole Miss,SEC,Kentucky,SEC,Ole Miss,Kentucky,19,12,401403905,40140390514,14,4,3,11,30,3,3,20,80,4,5,false,0,Punt,"Fraser Masin punt for 29 yds, downed at the Miss 49",,2022-10-01T18:02:20.000Z
401403905104985001,Ole Miss,SEC,Kentucky,SEC,Ole Miss,Kentucky,22,19,401403905,40140390520,20,6,4,1,49,3,0,22,78,4,9,false,0,Punt,"Fraser Masin punt for 44 yds , Tayvion Robinson returns for no gain to the Kent 34",,2022-10-01T19:07:46.000Z
401403906101867401,Mississippi State,SEC,Texas A&M,SEC,Mississippi State,Texas A&M,0,0,401403906,4014039061,1,8,1,13,25,3,3,52,48,4,10,false,0,Punt,"Archer Trafford punt for 34 yds, fair catch by Moose Muhammad III at the TexAM 14",,2022-10-01T20:06:29.000Z
401403906101908001,Texas A&M,SEC,Mississippi State,SEC,Mississippi State,Texas A&M,0,0,401403906,4014039062,2,8,1,9,19,3,3,48,48,4,4,false,0,Punt,"Nik Constantinou punt for 40 yds, fair catch by Zavion Thomas at the MisSt 8",,2022-10-01T20:12:01.000Z
401403906101994401,Mississippi State,SEC,Texas A&M,SEC,Mississippi State,Texas A&M,0,0,401403906,4014039063,3,19,1,0,55,3,3,57,43,4,8,false,2,Punt,"George Georgopoulos punt for 35 yds , Moose Muhammad III returns for 2 yds to the TexAM 10",,2022-10-01T20:29:21.000Z
401403906102867501,Texas A&M,SEC,Mississippi State,SEC,Mississippi State,Texas A&M,0,0,401403906,4014039064,4,6,2,13,24,3,3,54,54,4,9,false,5,Punt,"Nik Constantinou punt for 40 yds , Zavion Thomas returns for 5 yds to the MisSt 19",,2022-10-01T20:40:02.000Z
401403906102879601,Mississippi State,SEC,Texas A&M,SEC,Mississippi State,Texas A&M,0,0,401403906,4014039065,5,5,2,12,3,3,3,19,81,4,10,false,20,Punt,"George Georgopoulos punt for 38 yds , Moose Muhammad III returns for 20 yds to the MisSt 37",,2022-10-01T20:42:50.000Z
401403906102958201,Texas A&M,SEC,Mississippi State,SEC,Mississippi State,Texas A&M,0,7,401403906,4014039068,8,5,2,4,17,3,3,68,68,4,3,false,0,Punt,"Nik Constantinou punt for 38 yds, downed at the MisSt 30",,2022-10-01T21:02:15.000Z
401403907101867701,Georgia,SEC,Missouri,SEC,Missouri,Georgia,0,0,401403907,4014039071,1,5,1,13,22,3,3,84,84,4,19,false,0,Punt,"Brett Thorson punt for 39 yds, fair catch by Luther Burden III at the Misso 45",,2022-10-01T23:43:16.000Z
401403907101886801,Missouri,SEC,Georgia,SEC,Missouri,Georgia,0,0,401403907,4014039072,2,4,1,11,31,3,3,48,52,4,7,false,0,Punt,"Jack Stonehouse punt for 41 yds, fair catch by Ladd McConkey at the Geo 11",,2022-10-01T23:45:40.000Z
401403907101906901,Missouri,SEC,Georgia,SEC,Missouri,Georgia,0,0,401403907,4014039074,4,4,1,9,30,3,3,53,47,4,11,false,0,Punt,"Jack Stonehouse punt for 38 yds, fair catch by Ladd McConkey at the Geo 9",,2022-10-01T23:51:51.000Z
401403907101925801,Georgia,SEC,Missouri,SEC,Missouri,Georgia,0,0,401403907,4014039075,5,4,1,7,41,3,3,89,89,4,8,false,6,Punt,"Brett Thorson punt for 49 yds , Luther Burden III returns for 6 yds to the Misso 46",,2022-10-01T23:57:40.000Z
