Draft Class,Name,school,position,Height,Weight,Hand Size,Arm Length,Wonderlic,40 Yard Dash,Bench Press,Vertical,Broad Jump,20 Yard Shuttle,3 Cone,60Yd Shuttle,Rush Att,Rush Yds,Rush Avg,Rush TD,Rec,Rec Yds,Rec Avg,Rec TD,YP,Games Played
2017,Anthony Wales,Western Kentucky,RB,68.88,197,8.25,30.13,,4.51,,37.5,112,4.23,6.83,,490,3337,6.8,43,73,673,9.2,4,4,44
2017,Jamaal Williams,Brigham Young,RB,72,212,10,31.25,,4.59,,30,123,4.53,7.25,,726,3901,5.4,35,60,567,9.5,1,4,43
2017,Joe Williams,Utah,RB,70.75,210,9.38,30.75,,4.41,,35,125,4.19,7.19,,314,1884,6,13,20,191,9.6,0,2,19
2017,Boom Williams,Kentucky,RB,67.13,190,8.63,30,,4.43,,36,121,4.18,6.86,,367,2513,6.8,18,38,292,7.7,2,3,33
2017,Joseph Yearby,Miami (FL),RB,68.75,185,8.63,29.63,,4.67,,31,107,4.35,7.35,,393,2119,5.4,14,41,456,11.1,3,3,38
2016,Peyton Barber,Auburn,RB,70,228,9.38,30.25,,4.64,,32.5,111,4.21,7,,248,1071,4.3,13,11,112,10.2,0,2,18
2016,Zac Brooks,Clemson,RB,71.88,199,8.75,31.5,,4.49,,36,129,4.38,7.09,,116,607,5.2,5,17,197,11.6,3,3,31
2016,Tra Carson,Texas A&M,RB,71.25,227,9.25,31.5,,4.64,,37,115,4.27,7.1,,473,2329,4.9,20,42,305,7.3,1,4,46
2016,JC Coleman,Virginia Tech,RB,66,189,9.25,29.75,,4.55,,37,117,4.27,7.02,,348,1519,4.4,7,38,231,6.1,1,4,47
2016,Alex Collins,Arkansas,RB,70,217,9.25,30.25,,4.59,,28.5,113,,,,665,3703,5.6,36,27,167,6.2,0,3,38
2016,Marshaun Coprich,Illinois State,RB,68,207,9,29.63,,4.47,,34,112,4.58,7.26,,542,3408,6.3,39,21,141,6.7,0,2,22
2016,Kenneth Dixon,Louisiana Tech,RB,70.13,215,9.5,31.38,,4.56,,37.5,121,4.28,6.97,,802,4483,5.6,72,87,969,11.1,15,4,47
2016,Kenyan Drake,Alabama,RB,72.63,210,9.75,31.75,,4.45,,34.5,123,4.21,7.04,,233,1495,6.4,18,46,570,12.4,4,4,41
2016,Tyler Ervin,San Jose State,RB,69.88,192,9.13,29.75,,4.41,,39,130,4.34,7.03,,528,2803,5.3,19,87,783,9,4,5,47
2016,Josh Ferguson,Illinois,RB,69.5,198,9,30,,4.48,,34.5,120,,,,505,2586,5.1,18,168,1507,9,8,5,49
2016,Johnathan Gray,Texas,RB,69.63,215,9.25,30.75,,,,,,,,,577,2610,4.5,17,52,418,8,1,4,47
2016,Aaron Green,Texas Christian,RB,70.88,203,8.38,31.125,,4.56,,32.5,120,4.04,6.81,,469,2531,5.4,22,40,332,8.3,5,4,48
2016,Glenn Gronkowski,Kansas State,RB,74.13,239,9.5,30.75,,4.71,,33,120,4.45,7.1,,16,51,3.2,1,15,369,24.6,5,3,23
2016,Russell Hansbrough,Missouri,RB,67.88,192,8.5,28.125,,4.63,,30.5,114,4.56,7.43,,467,2344,5,15,30,128,4.3,0,4,48
2016,Quayvon Hicks,Georgia,RB,72.88,259,9.63,31.25,,,,,,,,,23,166,7.2,3,12,132,11,0,3,20
2016,Jordan Howard,Indiana,RB,71.88,230,9,32.25,,4.59,,34,122,4.34,7.14,,647,3681,5.7,24,24,261,10.9,3,3,34
2016,Darius Jackson,Eastern Michigan,RB,72,220,8.63,31.625,,4.4,,41,133,4.29,6.87,,321,1596,5,17,44,375,8.5,4,4,43
2016,Andy Janovich,Nebraska,RB,73,238,9.75,31.63,,4.81,,34,119,4.32,7.28,,45,271,6,3,5,87,17.4,0,4,36
2016,Brandon Johnson,Penn State,RB,74,228,9.5,32.375,,4.43,,39.5,127,4.12,6.84,,4,23,5.8,0,0,0,0,0,1,2
2016,Devon Johnson,Marshall (WV),RB,72.5,238,9.25,31.25,,4.61,,33,113,4.6,7.09,,305,2373,7.8,25,27,423,15.7,6,4,43
2016,Daniel Lasco,California,RB,72.25,209,9.13,32,,4.46,,41.5,135,4.26,7.22,,348,1872,5.4,18,48,458,9.5,2,4,41
2016,Tre Madden,Southern California,RB,72.25,223,9.38,29.75,,4.56,,33.5,120,4.38,7.09,,223,1155,5.2,8,32,334,10.4,5,3,32
2016,Keith Marshall,Georgia,RB,71.38,219,9.38,31.63,,4.31,,30.5,,4.25,6.98,,253,1379,5.5,12,24,225,9.4,3,4,33
2016,Paul Perkins,UCLA,RB,70.38,208,9,31.63,,4.54,,32,124,,,,621,3488,5.6,29,80,739,9.2,3,3,39
2016,Christian Powell,Colorado,RB,71.25,229,8.88,32.5,,4.68,,34.5,116,4.38,7.21,,461,2040,4.4,18,33,229,6.9,0,4,44
2016,Shaquille Powell,Duke,RB,69.13,210,9,29.75,,4.63,,31.5,116,4.23,7.07,,348,1593,4.6,7,62,460,7.4,4,4,51
2016,Jhurell Pressley,New Mexico,RB,70.13,206,9.25,32,,4.4,,33.5,117,4.15,7.01,,394,2725,6.9,35,18,220,12.2,1,4,49
2016,C.J. Prosise,Notre Dame,RB,72.5,220,8.5,32.13,,4.48,,35.5,121,4.42,7.19,,167,1155,6.9,12,62,896,14.5,3,3,34
2016,Keenan Reynolds,Navy,RB,69.5,190,8.63,30.25,,4.57,,37,120,,,,977,4559,4.7,88,1,47,47,0,4,50
2016,Wendell Smallwood,West Virginia,RB,70.5,208,9.25,30.5,,4.47,,33.5,120,4.28,6.83,,425,2462,5.8,12,68,618,9.1,0,3,38
2016,Kelvin Taylor,Florida,RB,70.25,207,8.25,29.25,,4.6,,32,113,4.56,7.23,,486,2108,4.3,23,24,179,7.5,0,3,35
2016,Shadrach Thornton,North Carolina State,RB,71.63,217,9.75,30,,4.75,,31,116,4.21,6.85,,513,2572,5,19,61,504,8.3,2,4,36
2016,Soma Vainuku,Southern California,RB,71.5,246,9.5,32.75,,4.68,,32,108,4.46,7.2,,24,148,6.2,3,17,124,7.3,1,4,44
2016,Jaylen Walton,Mississippi,RB,68,176,8.5,27.375,,4.52,,34.5,114,4.3,7.05,,384,1957,5.1,17,74,749,10.1,5,4,51
2016,DeAndre Washington,Texas Tech,RB,68.25,204,9,30,,4.49,,34.5,116,4.2,7.03,,605,3411,5.6,23,124,1091,8.8,4,4,49
2016,Dwayne Washington,Washington,RB,73,223,9.88,32.375,,4.48,,37.5,127,4.22,6.85,,226,1311,5.8,17,41,411,10,4,3,31
2016,Brandon Wilds,South Carolina,RB,72.75,220,10.25,32,,4.54,,36.5,118,4.33,7.08,,379,1844,4.9,13,59,540,9.2,3,4,41
2016,Jonathan Williams,Arkansas,RB,70.75,220,10,31.63,,4.63,,,,4.29,6.97,,406,2321,5.7,16,26,345,13.3,6,3,36
2016,Rodrick Williams,Minnesota,RB,69.13,224,9.38,30.5,,4.7,,35,112,4.41,7.21,,173,815,4.7,9,11,113,10.3,0,4,35
2015,Akeem Hunt,Purdue,RB,69.75,189,9.75,31.125,,4.38,14,37.5,122,4.07,6.71,,371,2035,5.5,11,100,841,8.4,6,4,49
2015,Alonzo Harris,Louisiana-Lafayette,RB,73,243,10.13,33.5,,4.56,15,36,127,4.51,7.18,,704,3330,4.4,44,29,234,8.1,1,4,49
2015,Ameer Abdullah,Nebraska,RB,68.75,205,8.63,30,,4.6,24,42.5,130,3.95,6.79,11.18,813,4588,5.6,39,73,690,9.5,7,4,53
2015,B.J. Catalon,Texas Christian,RB,67.38,186,9,30,,4.57,20,36,114,4.15,6.9,,328,1644,5,16,48,393,8.2,2,3,32
2015,Bill Belton,Penn State,RB,68.88,204,9,30.5,,4.55,15,35.5,122,4.43,7.19,,355,1652,4.7,14,51,409,8,4,4,40
2015,Braylon Heard,Kentucky,RB,69.63,198,9,30.25,,4.63,19,30.5,116,4.4,7.19,,149,828,5.6,8,25,127,5.1,0,3,30
2015,Cameron Artis-Payne,Auburn,RB,69.75,212,8.88,29.63,,4.53,,36.5,118,4.25,7.13,,394,2218,5.6,19,14,151,10.8,0,2,26
2015,Corey Grant,Auburn,RB,68.88,201,8.25,30.875,,4.28,22,37,127,4.08,7,,135,1040,7.7,9,14,100,7.1,1,3,32
2015,David Cobb,Minnesota,RB,70.88,229,9.38,31.63,,4.59,17,38.5,121,4.55,7.01,,563,2896,5.1,20,34,339,10,0,4,37
2015,David Johnson,Northern Iowa,RB,72.63,224,9.63,31.25,,4.5,25,41.5,127,4.27,6.82,,866,4687,5.4,49,141,1734,12.3,14,4,49
2015,Dee Hart,Colorado State,RB,67.5,199,9,29.75,,4.8,,33,113,4.38,7.2,,237,1441,6.1,17,20,207,10.4,2,3,26
2015,Dominique Brown,Louisville,RB,73.88,234,9.5,32.38,,4.62,17,32.5,109,4.2,7.09,,419,1795,4.3,16,50,443,8.9,2,4,43
2015,Dreamius Smith,West Virginia,RB,70.63,217,9.25,30.625,,4.59,21,35,124,4.05,6.9,,183,945,5.2,10,13,52,4,0,2,25
2015,Duke Johnson,Miami (FL),RB,69.13,207,9.25,30.38,,4.54,18,33.5,121,4.16,6.88,,526,3519,6.7,26,69,719,10.4,4,3,33
2015,Jahwan Edwards,Ball State (IN),RB,69.5,220,8.88,31.63,,4.8,16,35.5,117,4.5,7.63,12.4,884,4558,5.2,51,57,361,6.3,0,4,48
2015,Javorius Allen,Southern California,RB,72.5,221,9.38,31.75,12,4.53,11,35.5,121,4.28,6.96,,417,2306,5.5,25,63,710,11.3,2,3,29
2015,Jawon Chisholm,Akron,RB,72.75,202,9.13,31.625,,4.63,19,38,130,4.4,7.01,,701,3403,4.9,26,85,682,8,3,4,46
2015,Jay Ajayi,Boise State,RB,71.75,221,10,32,24,4.57,19,39,121,4.1,7.1,11.1,678,3796,5.6,50,73,771,10.6,5,3,38
2015,Jeremy Langford,Michigan State,RB,71.63,208,8.75,31.5,,4.42,19,34.5,118,4.32,7.22,,577,2967,5.1,40,39,219,5.6,1,4,49
2015,Jesse Callier,Washington,RB,70.25,202,9.13,30.25,,4.53,18,32.5,114,4.45,7.24,,191,997,5.2,5,36,224,6.2,0,5,51
2015,Joe Bergeron,Texas,RB,72.13,235,10.38,32.125,,4.62,17,31,110,4.34,7.25,,272,1392,5.1,25,21,200,9.5,0,3,37
2015,Joe Hill,Utah State,RB,70.38,183,9.5,31.125,,4.3,9,34.5,116,4.59,7.25,,221,1052,4.8,13,32,451,14.1,4,4,37
2015,Jordon James,UCLA,RB,68.5,194,8.38,30.375,,4.43,18,34.5,131,4.39,7.24,,239,1042,4.4,9,55,467,8.5,1,4,48
2015,Josh Robinson,Mississippi State,RB,67.88,217,10.13,29.75,,4.7,21,32,113,4.58,7.24,,323,1997,6.2,15,43,493,11.5,1,3,38
2015,Karlos Williams,Florida State,RB,72.75,230,9.75,33,,4.48,16,33.5,117,4.46,7.16,,241,1419,5.9,22,37,328,8.9,1,2,26
2015,Kenny Hilliard,Louisiana State,RB,71.63,226,9.25,31.25,,4.83,16,27,111,4.4,7.17,,302,1557,5.2,27,11,69,6.3,1,4,48
2015,Kenny Williams,Texas Tech,RB,69.38,225,9.38,31.25,,4.58,25,36,119,4.34,6.9,,322,1534,4.8,16,60,631,10.5,4,4,48
2015,Kevin Parks,Virginia,RB,66.75,201,8.75,28,,4.53,21,39.5,112,4.59,7.31,,728,3219,4.4,29,103,779,7.6,4,4,48
2015,Lyle McCombs,Rhode Island,RB,67.75,171,,,,4.57,,37.5,131,4.33,,,677,2681,4,18,63,477,7.6,3,3,35
2015,Malcolm Brown,Texas,RB,71.38,224,10.25,32.75,,4.62,19,34.5,117,4.15,6.86,11.32,630,2678,4.3,24,51,382,7.5,3,4,44
2015,Marcus Murphy,Missouri,RB,68.63,193,8.63,31,,4.61,11,29,109,4.4,7.13,,337,1957,5.8,16,50,318,6.4,2,4,52
2015,Marlin Lane,Tennessee,RB,71.63,210,9,31.25,,4.59,,35,114,4.2,7.12,,382,1772,4.6,9,66,517,7.8,2,4,47
2015,Matt Jones,Florida,RB,74.38,231,8.63,32,,4.61,20,31.5,112,4.2,6.84,,297,1431,4.8,11,19,100,5.3,1,3,28
2015,Melvin Gordon,Wisconsin,RB,72.63,215,9.75,32.38,20,4.52,19,35,126,4.07,7.04,11,631,4915,7.8,45,22,228,10.4,4,4,45
2015,Michael Dyer,Louisville,RB,68.5,218,9.5,30.63,,4.58,26,34,120,,,,578,3039,5.3,22,8,64,8,0,4,41
2015,Mike Davis,South Carolina,RB,69.13,217,9.38,30.25,,4.61,17,34,116,4.18,7,11.65,454,2440,5.4,22,70,755,10.8,2,3,37
2015,Nick Hill,Michigan State,RB,65.75,197,8.75,27.875,,4.4,21,32,115,4.21,7.07,,225,1129,5,11,7,70,10,0,5,51
2015,Prince-Tyson Gulley,Syracuse,RB,68,194,8.38,28.25,,4.63,12,32,118,4.39,7.34,,399,2062,5.2,15,74,482,6.5,3,5,50
2015,Raheem Mostert,Purdue,RB,70.38,190,9.13,30.875,,4.34,20,40,132,4.3,6.9,,136,759,5.6,6,19,122,6.4,0,4,43
2015,Synjyn Days,Georgia Tech,RB,72.63,232,9.38,33.375,,4.67,22,31,116,4.31,6.99,,255,1396,5.5,18,7,81,11.6,1,4,45
2015,T.J. Yeldon,Alabama,RB,73.25,226,9,31.63,,4.61,22,36,117,4.22,7.19,,576,3322,5.8,37,46,494,10.7,2,3,39
2015,Terrence Magee,Louisiana State,RB,68.5,213,9,30,,4.57,22,37,115,4.37,7.52,,226,1330,5.9,12,24,227,9.5,0,4,40
2015,Terris Jones-Grigsby,Arizona,RB,66.88,198,8.5,27.75,,4.56,21,36,117,4.46,7.04,,121,567,4.7,3,15,187,12.5,0,2,15
2015,Terron Ward,Oregon State,RB,65.88,197,8.88,28,,4.49,20,29.5,107,4.29,7.2,,377,1843,4.9,22,87,664,7.6,3,4,48
2015,Tevin Coleman,Indiana,RB,71.38,206,8.63,32,,4.59,22,,,,,,452,3219,7.1,28,54,383,7.1,0,3,33
2015,Thomas Rawls,Central Michigan,RB,69,215,9.5,30.75,,4.65,15,35.5,116,4.37,7.1,,283,1436,5.1,15,11,99,9,0,4,28
2015,Todd Gurley,Georgia,RB,72.63,222,10,31.5,12,4.52,17,,,,,,510,3285,6.4,36,65,615,9.5,6,3,30
2015,Tony Creecy,North Carolina State,RB,70.38,215,8.5,31.125,,4.56,19,33,122,4.35,6.95,,324,1265,"3,9",9,75,428,5.7,6,4,45
2015,Trey Williams,Texas A&M,RB,67.5,195,8.25,29.88,,4.49,18,33.5,119,4.12,6.84,11.45,204,1343,6.6,18,38,30,8.7,1,3,36
2014,Antonio Andrews,Western Kentucky,RB,70.13,225,9.5,31.25,,4.82,20,29.5,104,4.49,7.24,,618,3674,5.9,29,85,963,11.3,3,4,42
2014,George Atkinson,Notre Dame,RB,73.38,218,9.38,33.25,,4.48,19,38,128,4.46,7.07,11.5,153,943,6.2,10,10,65,6.5,0,3,37
2014,Kapri Bibbs,Colorado State,RB,69.38,212,8.5,31.38,,4.67,24,29,104,4.61,7.5,,281,1741,6.2,31,8,59,7.4,0,1,14
2014,Alfred Blue,Louisiana State,RB,74.38,223,9.88,32.38,,4.63,13,32,121,4.5,7.15,,209,1253,6,11,16,105,6.6,0,4,41
2014,KaDeem Carey,Arizona,RB,69.38,207,9.5,31.75,,4.7,19,32.5,114,4.38,7.08,,743,4239,5.7,48,77,679,8.4,4,3,36
2014,Tim Cornett,Nevada Las Vegas,RB,72.25,209,9.25,31,,4.48,15,34.5,124,4.26,7.01,11.72,769,3733,4.9,35,67,424,6.3,2,4,50
2014,Isaiah Crowell,Alabama State,RB,71,224,9.25,31.38,,4.57,23,38,116,4.56,7.28,,297,1716,5.8,28,16,113,7.1,0,2,21
2014,David Fluellen,Toledo,RB,71.13,224,9.13,33.38,,4.72,16,36.5,120,4.21,6.9,,561,3336,5.9,28,80,662,8.3,2,4,43
2014,Devonta Freeman,Florida State,RB,68.25,206,9.63,29.38,,4.58,14,31.5,116,4.26,7.11,,404,2255,5.6,30,47,475,10.1,1,3,40
2014,Tyler Gaffney,Stanford,RB,71.5,220,9,30.25,,4.49,15,36.5,115,4.18,6.78,11.36,486,2500,5.1,33,32,264,8.3,4,4,49
2014,Marion Grice,Arizona State,RB,72,208,9.25,32,,4.67,14,32,115,4.41,7.06,,294,1675,5.7,25,91,863,9.5,14,2,24
2014,Josh Harris,Wake Forest,RB,69.88,206,9,30.5,,4.46,28,35.5,119,4.21,7,,489,2230,4.6,19,47,304,6.5,0,4,43
2014,Jeremy Hill,Louisiana State,RB,72.63,233,10.38,32.63,,4.56,20,29,112,4.59,7.64,,345,2156,6.2,28,26,254,9.8,0,2,24
2014,Carlos Hyde,Ohio State,RB,71.88,230,9.63,32,9,4.62,19,34.5,113,,,,523,3198,6.1,37,34,271,8,4,4,41
2014,Storm Johnson,Central Florida,RB,71.63,209,9.5,32,,4.6,16,35.5,116,,,,335,1765,5.3,19,41,289,7,3,3,36
2014,Henry Josey,Missouri,RB,68.13,194,9.5,30.25,,4.43,20,34.5,116,4.13,7.07,11.67,395,2771,7,39,24,175,7.3,1,3,37
2014,Tre Mason,Auburn,RB,68.5,207,9,30,,4.5,,38.5,125,4.15,,,516,2979,5.8,32,19,249,13.1,1,3,38
2014,Jerick McKinnon,Georgia Southern,RB,68.88,209,8.63,30.25,,4.41,32,40.5,132,4.12,6.83,,510,3404,6.7,39,10,165,16.5,1,3,37
2014,Rajion Neal,Tennessee,RB,71.13,220,9,31,,4.57,,38,119,4.34,7.19,,444,2163,4.9,19,66,626,9.5,5,4,43
2014,LaDarius Perkins,Mississippi State,RB,67.38,195,9.63,31,,4.46,23,35.5,123,4.3,7.08,,530,2554,4.8,15,68,714,10.5,10,4,50
2014,Silas Redd,Southern California,RB,69.75,212,9,30.75,,4.7,18,37,122,,,,569,2959,5.2,19,32,225,7,2,4,33
2014,Bishop Sankey,Washington,RB,69.5,209,10,31,,4.49,26,35.5,125,4,6.75,,644,3496,5.4,37,67,567,8.5,1,3,38
2014,Lache Seastrunk,Baylor,RB,69.5,201,9.25,30,,4.51,15,41.5,134,4.36,6.81,,289,2189,7.6,18,9,107,11.9,1,2,24
2014,Charles Sims,West Virginia,RB,72,214,8.25,31,,4.48,17,37.5,125,4.3,7.16,,592,3465,5.9,40,203,2108,10.4,11,4,48
2014,Jerome Smith,Syracuse,RB,71.13,220,9.75,30.88,,4.84,14,36,116,4.6,7.53,,464,2219,4.8,16,17,161,9.5,1,3,38
2014,DeAnthony Thomas,Oregon,RB,68.63,174,8.13,29.88,,4.5,8,32,123,4.23,6.94,,243,1890,7.8,26,113,1296,11.5,15,3,37
2014,James White,Wisconsin,RB,69.13,204,8.25,29.25,,4.57,23,32,113,4.2,7.05,11.76,643,4015,6.2,45,73,670,9.2,3,4,52
2014,James Wilder,Florida State,RB,74.63,232,9.75,32,,4.86,18,35,121,4.24,6.92,12.03,226,1363,6,20,24,182,7.6,2,3,39
2014,Andre Williams,Boston College,RB,71.38,230,9,33.5,,4.56,,38,128,4.06,7.27,,704,3739,5.3,28,10,60,6,0,4,44
2014,Damien Williams,Oklahoma,RB,71.25,222,9.13,30.63,,4.45,16,35.5,121,4.25,7.37,11.76,290,1499,5.2,18,43,410,9.5,1,2,22
2013,C.J. Anderson,California,RB,68.13,224,9.08,30,,4.6,17,32,119,4.12,7.15,,198,1135,5.7,12,22,350,15.9,2,2,25
2013,Montee Ball,Wisconsin,RB,70.5,214,9.08,32.63,,4.66,15,32,118,4.4,6.88,,924,5140,5.6,77,59,598,10.1,6,4,49
2013,Kenjon Barner,Oregon,RB,69.25,196,9.18,29.63,,4.52,20,35.5,122,4.2,6.87,11.33,582,3623,6.2,41,54,591,10.9,7,4,49
2013,Le'Veon Bell,Michigan State,RB,73.38,230,9.58,31.5,,4.6,24,31.5,118,4.24,6.75,,671,3346,5,33,78,531,6.8,1,4,40
2013,Giovani Bernard,North Carolina,RB,68.38,202,9.38,28,25,4.53,19,33.5,122,4.12,6.91,11.41,423,2481,5.9,25,92,852,9.3,6,2,23
2013,Rex Burkhead,Nebraska,RB,70.25,214,9.68,30.88,,4.73,21,39,125,4.09,6.85,11.51,635,3329,5.2,30,60,507,8.5,5,4,44
2013,Michael Cox,Massachusetts,RB,71.75,222,8.75,32.5,,4.58,24,41,131,4.08,6.87,,217,879,4.1,7,14,74,5.3,0,4,27
2013,Knile Davis,Arkansas,RB,71.38,227,8.58,29.75,,4.37,31,33.5,121,4.38,6.96,,349,1862,5.3,19,32,297,9.3,2,3,36
2013,Andre Ellington,Clemson,RB,69.25,199,9.38,31,,4.61,,34,122,,,,621,3436,5.5,33,59,505,8.6,2,4,49
2013,Michael Ford,Louisiana State,RB,69.5,210,9.08,30.38,,4.5,25,38.5,130,4.25,6.87,11.43,243,1392,5.7,13,8,69,8.6,1,3,37
2013,Johnathan Franklin,UCLA,RB,70,205,9.38,30,,4.49,18,31.5,115,4.31,6.89,11.33,788,4403,5.6,31,58,517,8.9,3,4,53
2013,Mike Gillislee,Florida,RB,71.13,208,9.38,31.13,,4.55,15,30.5,119,4.4,7.12,12.02,389,2072,5.3,20,23,182,7.9,2,4,49
2013,Ray Graham,Pittsburgh,RB,69.13,199,9.58,30.25,,4.8,18,32.5,112,4.21,7.17,11.63,595,3271,5.5,32,98,799,8.2,4,4,46
2013,D.J. Harper,Boise State,RB,69.13,211,10.28,31,,4.52,23,33.5,120,4.35,7.07,11.85,547,2779,5.1,39,54,396,7.3,2,6,54
2013,Montel Harris,Temple,RB,68.25,208,9.38,30.5,,4.68,19,32.5,113,4.18,6.95,,973,4789,4.9,39,59,467,7.9,3,5,50
2013,Mike James,Miami (FL),RB,70.5,223,9.68,31.63,,4.53,28,35,115,4.62,6.93,,304,1340,4.4,17,67,585,8.7,5,4,50
2013,Jawan Jamison,Rutgers,RB,67.38,203,8.38,29,,4.68,20,29,110,4.62,7.47,,486,1972,4.1,13,36,385,10.7,2,2,25
2013,Stefphon Jefferson,Nevada,RB,70.5,213,9.18,30.25,,4.68,15,31,117,4.44,6.97,11.8,448,2338,5.2,30,29,218,7.5,1,3,33
2013,Dennis Johnson,Arkansas,RB,66.75,196,9.25,27.875,,4.48,21,32.5,118,4.53,7.13,,345,2036,5.9,13,63,510,8.1,4,5,50
2013,Eddie Lacy,Alabama,RB,71,220,9.48,31,17,4.55,,33.5,,,7.33,,355,2402,6.8,30,35,338,9.7,2,3,38
2013,Marcus Lattimore,South Carolina,RB,71.25,219,9.88,32.5,18,4.65,,,,,,,555,2677,4.8,38,74,767,10.4,3,3,29
2013,Onterio McCalebb,Auburn,RB,70.25,168,9.08,31,,4.34,,34,121,4.32,7.02,,406,2586,6.4,24,63,620,9.8,3,4,50
2013,Christine Michael,Texas A&M,RB,70,220,9.38,31.5,11,4.54,27,43,125,4.02,6.69,11.56,529,2791,5.3,34,44,323,7.3,1,4,50
2013,Latavius Murray,Central Florida,RB,74.63,223,9.13,33.625,,4.38,22,36,124,4.36,6.81,,453,2424,5.4,37,50,524,10.5,6,4,45
2013,Joseph Randle,Oklahoma State,RB,72,204,8.68,31.75,,4.63,,35,123,4.23,7.01,,564,3085,5.5,40,108,917,8.5,3,3,39
2013,Theo Riddick,Notre Dame,RB,70.13,201,8.68,30,,4.68,14,32,118,4.32,6.99,,24,1169,4.8,5,120,1263,10.5,8,4,45
2013,Robbie Rouse,Frenso State (CA),RB,65.75,190,9.28,28.38,,4.8,15,34,114,4.25,6.97,11.56,898,4647,5.2,37,110,794,7.2,5,4,50
2013,Zac Stacy,Vanderbilt,RB,68.38,216,8.58,30.25,,4.55,27,33,122,4.17,6.7,,581,3143,5.4,30,46,415,9,0,4,45
2013,Stepfan Taylor,Stanford,RB,69.13,214,8.58,30.13,,4.76,17,30,110,4.5,7.13,12.06,843,4300,5.1,40,40,97,78,8,4,53
2013,Chris Thompson,Florida State,RB,67.13,192,9.28,30.25,,4.42,21,35,,,,,277,1735,6.3,14,45,430,9.6,1,4,39
2013,Matthew Tucker,Texas Christian,RB,72.38,221,9.28,30.25,,4.55,17,35.5,118,4.44,7.13,,494,2602,5.3,33,29,262,9,1,4,51
2013,Spencer Ware,Louisiana State,RB,70.13,228,9.63,30.125,,4.62,17,35.5,119,4.27,7.07,,295,1249,4.2,10,39,404,10.4,2,3,36
2013,Kerwynn Williams,Utah State,RB,68.13,196,9.18,29.75,,4.48,17,35,118,4.15,7.15,12.04,382,2515,6.6,22,64,870,13.5,5,4,49
2013,George Winn,Cincinnati,RB,70.5,218,9.78,30.88,,4.75,22,34.5,119,4.33,7.13,,321,1710,5.3,15,19,159,8.4,0,4,37
2013,Cierre Wood,Notre Dame,RB,71.25,213,8.58,30.88,,4.56,16,37.5,124,4.29,6.87,,450,2447,5.4,16,52,384,7.4,2,3,37
2012,Edwin Baker,Michigan State,RB,68,204,8.13,29.63,,4.44,20,35,111,4.31,7.27,,462,2293,5,19,15,125,8.3,1,3,35
2012,Mike Ball,Nevada,RB,68.5,206,9.13,31,,4.54,21,36,112,4.23,7.1,11.84,196,1183,6,12,23,116,5,4,3,32
2012,Vick Ballard,Mississippi State,RB,70.25,219,9.5,31.75,,4.59,23,33,115,4.19,7.03,,379,2157,5.7,29,30,293,9.8,2,2,25
2012,Brandon Bolden,Mississippi,RB,70.88,222,10,32.25,,4.55,21,38,119,4.44,6.96,,486,2594,5.3,27,76,807,10.6,6,4,48
2012,Bryce Brown,Kansas State,RB,71.5,223,,,,4.48,22,34,117,4.2,7.04,,104,476,4.6,3,11,140,12.7,1,2,14
2012,Lennon Creer,Louisiana Tech,RB,71.38,219,9.25,31.5,,4.67,21,33.5,110,4.4,7.26,,519,2621,5.1,24,48,297,6.2,1,4,46
2012,Terrance Ganaway,Baylor,RB,71.5,239,9.25,31.63,,4.61,22,37.5,119,4.25,7.15,11.65,473,2592,5.5,34,12,133,11.1,1,4,51
2012,Cyrus Gray,Texas A&M,RB,70.38,206,9.13,29.5,,4.4,21,32.5,114,4.28,7.17,,632,3298,5.2,30,103,776,7.5,6,4,49
2012,Jonas Gray,Notre Dame,RB,69.75,223,10,31.38,,4.58,20,,,,,,189,1100,5.8,12,11,105,9.5,0,4,34
2012,Jewel Hampton,Southern Illinois,RB,68.63,218,9.63,31,,4.56,26,33,115,4.3,6.98,,118,577,4.9,8,3,6,2,1,2,15
2012,Dan Herron,Ohio State,RB,69.75,213,9,32,,4.57,22,35,117,4.04,6.97,11.6,592,2869,4.8,32,4,309,7,1,4,41
2012,Ronnie Hillman,San Diego State,RB,68.75,200,8.5,30,,4.42,17,37,,,,,573,3243,5.7,36,33,338,10.2,2,2,26
2012,LaMichael James,Oregon,RB,68,194,9,30.25,,4.35,15,35,123,4.12,6.88,,771,5082,6.6,53,51,586,11.5,4,3,37
2012,Doug Martin,Boise State,RB,69.25,223,9,30.5,,4.46,28,36,120,4.16,6.79,11.29,617,3431,5.6,43,67,715,10.7,4,4,51
2012,Davin Meggett,Maryland,RB,68.25,211,9.5,30.13,,4.5,23,35,118,4.32,7.14,11.53,485,2411,5,18,46,454,9.9,2,4,50
2012,Lamar Miller,Miami (FL),RB,70.75,212,9.25,31.38,,4.34,,33,120,4.08,6.94,,335,1918,5.7,15,28,181,6.5,1,2,23
2012,Alfred Morris,Florida Atlantic,RB,69.88,219,10.25,31.38,,4.63,16,35.5,117,4.19,7.01,11.86,733,3529,4.8,27,30,300,10,4,4,47
2012,Isaiah Pead,Cincinnati,RB,70.13,197,8.63,31,,4.39,,33,116,4.32,6.95,,545,3288,6,27,87,721,8.3,6,4,44
2012,Bernard Pierce,Temple,RB,72.25,218,9.25,31.5,,4.45,17,36.5,123,4.28,7.07,,663,3570,5.4,53,19,178,9.4,1,3,34
