Draft Class,Name,School,Position,Height,Weight,Hand Size,Arm Length,Wonderlic,40 Yard Dash,Bench Press,Vertical,Broad Jump,Shuttle,3 Cone,60Yd Shuttle,Rec,Yds,Avg,TD,YP,Games Played
2016,Bralon Addison,Oregon,WR,69.25,197,9.13,29.5,,4.66,13,34.5,116,4.14,6.95,11.53,146,1937,13.3,20,3,39
2016,Geronimo Allison,Illinois,WR,75.25,196,9.5,32.88,,4.67,,33,127,4.28,7.4,11.54,106,1480,14,8,2,23
2016,Robby Anderson,Temple,WR,74.88,187,8.63,30,,4.4,7,35,125,4.31,7.18,,114,1730,15.2,16,2,24
2016,Demarcus Ayers,Houston,WR,69.38,182,9.25,31.25,,4.72,,33,123,4.39,7.41,,141,1686,12,9,3,40
2016,Moritz Boehringer,Schwabisch Hall,WR,76.5,227,9.5,32.625,,4.53,16,37.5,128,4.13,6.75,,,,,,,
2016,Tyler Boyd,Pittsburgh,WR,73.5,197,9.75,32,,4.58,11,34,119,4.35,6.9,,254,3361,13.2,21,3,38
2016,Daniel Braverman,Western Michigan,WR,69.88,175,9.13,28.75,,4.57,9,27,109,4.2,6.99,,212,2499,11.8,19,3,37
2016,Chris Brown,Notre Dame,WR,74,194,9,32.25,,4.54,13,32,127,4.45,7.48,,104,1410,13.6,6,4,45
2016,Aaron Burbridge,Michigan State,WR,72,206,8.25,31.63,,4.56,20,30.5,115,4.31,7.22,11.9,165,2174,13.2,10,4,46
2016,Devon Cajuste,Stanford,WR,75.75,234,10.75,33,,4.62,12,36,123,4.2,6.49,11.5,90,1589,17.7,14,4,40
2016,Leonte Carroo,Rutgers,WR,71.88,211,9.63,31.38,,4.5,14,35.5,120,,,,122,2373,19.5,29,3,30
2016,Corey Coleman,Baylor,WR,70.63,194,9,30.25,,4.44,17,40.5,129,,,,173,3009,17.4,33,3,34
2016,Pharoh Cooper,South Carolina,WR,71.13,203,9.13,32.25,,4.69,15,31,115,4.3,7.26,,138,2163,15.7,18,3,34
2016,Cody Core,Mississippi,WR,74.63,205,10.38,32,,4.47,14,31.5,119,4.38,6.89,,83,1297,15.6,10,4,44
2016,Quinshad Davis,North Carolina,WR,75.38,218,9.63,33.375,,4.73,16,30,110,4.39,7.18,,205,2614,12.8,25,4,51
2016,Trevor Davis,California,WR,73.13,188,10,31,,4.42,11,38.5,124,4.22,6.6,10.94,109,1672,15.3,12,4,37
2016,Josh Doctson,Texas Christian,WR,74,202,9.88,31.88,,4.5,14,41,131,4.08,6.84,11.06,214,3177,14.8,34,4,45
2016,D.J. Foster,Arizona State,WR,70.25,193,9.25,30.5,,4.57,14,35.5,117,4.07,6.75,11.12,444,2355,5.3,18,4,53
2016,Devin Fuller,UCLA,WR,72,194,9.5,30.5,,4.43,,34.5,121,4.11,7.14,,146,1322,9.1,10,4,44
2016,Will Fuller,Notre Dame,WR,72.13,186,8.25,30.75,,4.32,10,33.5,126,4.27,6.93,11.44,144,2512,17.4,30,3,32
2016,Keyarris Garrett,Tulsa (OK),WR,75.38,220,9,34.5,,4.53,14,36.5,128,4.33,7.3,11.72,219,3209,14.7,22,5,46
2016,Jakeem Grant,Texas Tech,WR,65.88,165,8.63,29.75,,4.41,14,35,114,4.07,7.14,,254,3286,12.9,27,4,49
2016,Rashard Higgins,Colorado State,WR,73.38,196,9.75,32.25,,4.64,13,32,116,4.56,7.3,,238,3648,15.3,31,3,38
2016,Tyreek Hill,West Alabama,WR,68.13,185,8,30.5,,4.33,12,39,126,4.1,6.64,,,,,,,
2016,Johnny Holton,Cincinnati,WR,72.63,190,9.88,32.88,,4.54,8,31.5,123,4.24,7.01,,46,892,19.4,10,2,20
2016,Daje Johnson,Texas,WR,68.38,184,8.88,27.875,,4.52,17,36.5,119,,,,85,873,10.3,3,4,38
2016,Marcus Johnson,Texas,WR,72.88,204,9.25,31.875,,4.43,21,35.5,132,4.43,7.37,,61,793,13,4,3,28
2016,Cayleb Jones,Arizona,WR,74.63,209,9.25,32.75,,4.65,9,33.5,109,4.14,6.99,11.46,129,1926,14.9,14,2,27
2016,Malachi Jones,Appalachian State (NC),WR,73.75,211,9.63,32.25,,4.57,13,36,122,4.34,7.01,,61,1048,17.2,6,2,24
2016,Kenny Lawler,California,WR,74.5,203,10.5,33.38,,4.64,,31,111,4.2,7.13,11.28,143,1706,11.9,27,3,34
2016,Roger Lewis,Bowling Green (OH),WR,72.38,201,9.75,32,,4.57,8,33.5,116,4.49,7.69,,158,2638,16.7,23,2,28
2016,Kolby Listenbee,Texas Christian,WR,72,197,8.25,31.38,,4.39,15,35.5,129,,,,74,1432,19.4,9,4,34
2016,Ricardo Louis,Auburn,WR,73.75,215,9.5,32.38,,4.43,18,38,132,4.36,7.18,,98,1338,13.7,8,4,50
2016,Devin Lucien,Arizona State,WR,72.5,201,10.13,31.875,,4.53,12,33,114,4.34,7.04,,124,1826,14.7,12,4,42
2016,Byron Marshall,Oregon,WR,69.38,201,9.5,30.25,,4.6,17,28,108,4.23,7.1,,307,1877,6.1,19,4,42
2016,Jalin Marshall,Ohio State,WR,70.5,200,9.63,31.5,,4.6,16,37.5,125,4.13,6.8,,74,976,13.2,11,2,27
2016,Mitch Mathews,Brigham Young,WR,77.63,222,10.38,32.75,,4.53,11,34.5,126,4.29,7.1,,152,2083,13.7,24,4,51
2016,KJ Maye,Minnesota,WR,68.13,191,8.25,30.5,,4.65,9,31.5,110,4.39,7.29,,107,1190,11.1,6,4,49
2016,Mekale McKay,Cincinnati,WR,75.63,207,9.5,30.63,,4.55,12,35,123,4.63,7.08,11.89,108,2034,18.9,19,4,45
2016,Jaydon Mickens,Washington,WR,69.88,174,9,28.875,,4.58,12,34,118,3.97,6.73,,203,2187,10.8,12,4,53
2016,Braxton Miller,Ohio State,WR,73.38,201,9.13,31.75,,4.5,17,35,123,4.07,6.65,10.84,,,,,,
2016,Malcolm Mitchell,Georgia,WR,71.63,198,10.5,32.63,,4.45,15,36,129,4.34,6.94,,174,2350,13.5,16,4,45
2016,Chris Moore,Cincinnati,WR,73,206,9.38,33.38,,4.53,10,37,130,4.2,6.76,11.37,119,2301,19.3,26,4,47
2016,Joe Morrow,Mississippi State,WR,75.63,211,8.63,33.875,,,,,,,,,46,708,15.4,6,4,29
2016,Durron Neal,Oklahoma,WR,71,194,9.25,30.5,,4.58,12,31,118,4.5,7.33,,104,1323,12.7,6,4,40
2016,Dennis Norfleet,Tuskegee (AL),WR,66.25,159,8.5,27.5,,4.68,,29,112,4.36,6.88,,,,,,,
2016,Marquez North,Tennessee,WR,74.5,223,10.25,33.38,,4.48,17,35,123,4.13,6.9,,74,874,11.8,5,3,24
2016,Jordan Payton,UCLA,WR,73.13,207,10.13,32.5,,4.47,,34.5,121,4.33,7.08,,201,2701,13.4,14,4,51
2016,Charone Peake,Clemson,WR,74.38,209,9.25,34,,4.45,12,35.5,122,4.46,6.96,11.69,99,1172,11.8,10,5,49
2016,Latroy Pittman,Florida,WR,70.88,207,10,32.25,,4.73,13,27.5,100,4.79,7.39,,19,188,9.9,0,3,24
2016,Darius Powe,California,WR,74.88,220,9,33.5,,4.53,16,33,117,4.33,7.05,,104,1253,12,11,4,43
2016,Demarcus Robinson,Florida,WR,73.38,203,9.5,33,,4.59,8,34.5,123,4.19,6.77,,105,1353,12.9,9,3,27
2016,Devonte Robinson,Utah State,WR,73.25,188,8.88,30.25,,4.37,,36.5,125,4.42,7.44,,44,552,12.5,4,2,18
2016,Alonzo Russell,Toledo,WR,75.63,206,9.5,33.88,,4.54,12,29.5,112,4.33,7.18,11.88,202,3076,15.2,24,4,50
2016,Rashawn Scott,Miami (FL),WR,72.88,199,9.38,31.38,,4.58,17,32.5,116,4.37,6.99,,91,1247,13.7,8,4,29
2016,Canaan Severin,Virginia,WR,74.13,212,9.75,33.125,,,,,,,,,101,1371,13.6,13,4,40
2016,Hunter Sharp,Utah State,WR,71.5,198,9.38,31.63,,4.58,12,32.5,116,4.19,7.12,11.4,137,1774,12.9,16,2,24
2016,Tajae Sharpe,Massachusetts,WR,74,194,8.38,32.25,,4.55,11,33.5,114,,,,277,3496,12.6,16,4,47
2016,Sterling Shepard,Oklahoma,WR,70.25,194,9.75,30.38,,4.48,20,41,123,4.35,7,,233,3482,14.9,26,4,49
2016,Brandon Shippen,Temple,WR,70.63,195,9,30.375,,4.59,16,30,114,4.24,6.87,,32,453,14.2,2,3,28
2016,Nelson Spruce,Colorado,WR,73.13,206,10,30,,4.69,12,35,114,4.2,7.09,11.9,294,3347,11.4,23,4,49
2016,Michael Thomas,Ohio State,WR,74.75,212,10.5,32.13,,4.57,18,35,126,4.13,6.8,11.7,113,1602,14.2,18,3,39
2016,Mike Thomas,Southern Mississippi,WR,73.25,193,9.38,31.375,,4.58,15,34.5,123,4.3,7.17,,,,,,,
2016,Laquon Treadwell,Mississippi,WR,74,221,9.5,33.38,,4.68,12,33,117,4.34,7.15,,202,2393,11.8,21,3,35
2016,Bryce Treggs,California,WR,71.38,190,9.13,30.875,,4.43,15,32.5,119,4.23,7.11,,195,2506,12.9,15,4,46
2016,Damien Washington,North Carolina,WR,71.88,190,9,31.625,,4.51,15,33.5,119,4.35,6.93,,16,207,12.9,0,4,31
2016,Herb Waters,Miami (FL),WR,71.75,188,9.25,32.625,,4.55,13,37,118,4.14,6.84,,99,1534,15.5,9,4,42
2016,Andrew Williams,Youngstown State (OH),WR,74.63,191,9.88,31.5,,4.71,12,37,123,4.36,7.24,,,,,,,
2016,Duke Williams,Auburn,WR,74.25,229,9.25,32.5,,4.72,14,30,121,4.47,7.43,,,,,,,
2016,DeRunnya Wilson,Mississippi State,WR,76.63,224,9.25,33.88,,4.85,12,28,113,4.56,7.32,,132,1936,14.7,22,3,33
2015,Nelson Agholor,Southern California,WR,72.13,198,9.25,32.25,,4.42,12,35,122,4.38,6.94,,178,2572,14.4,20,3,40
2015,Mario Alford,West Virginia,WR,68.5,180,9.38,31.25,,4.43,13,34,121,4.07,6.64,11.22,92,1497,16.3,13,2,22
2015,Dres Anderson,Utah,WR,73.13,187,9.38,31.63,,4.53,13,,118,4.26,6.94,,134,2077,15.5,17,4,43
2015,DeJuan Beard,Washburn (KS),WR,73,195,,,,4.56,,,,,,,,,,,,
2015,Kenny Bell,Nebraska,WR,73.13,197,9.25,31.63,,4.42,7,41.5,129,4.15,6.66,11.6,181,2689,14.9,21,4,53
2015,Michael Bennett,Georgia,WR,73.63,202,10.25,33.63,,4.59,,,,,,,134,1607,12,17,4,41
2015,Da'Ron Brown,Northern Illinois,WR,72.13,205,10.25,32,,4.54,17,37,120,4.11,7.04,,,,,,,
2015,Damiere Byrd,South Carolina,WR,69.25,162,8,29.875,,4.39,12,40.5,128,4.13,6.7,,68,1265,18.6,10,4,45
2015,DeAndre Carter,Sacramento State (CA),WR,68.5,186,8.75,30.625,,4.48,16,37,123,3.84,6.75,,,,,,,
2015,Marquez Clark,Central Oklahoma,WR,70.25,190,10,32,,4.58,11,32.5,121,4.27,7.18,,,,,,,
2015,Kaelin Clay,Utah,WR,69.63,195,9,30.88,,4.51,10,33,113,4.26,6.97,,43,523,12.2,4,1,13
2015,Sammie Coates,Auburn,WR,73.38,212,9.38,33.38,14,4.43,23,41,131,4.06,6.98,11.81,82,1757,21.4,13,3,37
2015,Chris Conley,Georgia,WR,73.88,213,9.88,33.75,,4.35,18,45,139,4.3,7.06,11.65,117,1938,16.6,20,4,49
2015,Kenny Cook,Gardner-Webb (NC),WR,75.38,215,10.38,34.5,,4.56,11,31.5,117,4.41,7.24,,,,,,,
2015,Amari Cooper,Alabama,WR,72.88,211,10,31.5,21,4.42,,33,120,3.98,6.71,,228,3463,15.2,31,3,39
2015,Jamison Crowder,Duke,WR,68.38,185,8.75,30.38,,4.56,10,37,115,4.32,7.17,,283,3641,12.9,23,4,52
2015,DaVaris Daniels,Notre Dame,WR,73.5,201,9,31.25,,4.62,13,37,122,4.39,6.92,,80,1235,15.4,7,2,24
2015,Andre Davis,South Florida,WR,72.88,207,9.5,34,,4.55,,30.5,115,4.37,7.2,,153,2136,14,17,4,43
2015,Devante Davis,Nevada Las Vegas,WR,74.88,220,9.5,32.38,,4.57,16,35.5,115,4.12,7.25,11.6,186,2785,15,22,4,45
2015,Geremy Davis,Connecticut,WR,74.38,216,9.5,32.25,,4.58,23,36.5,124,4.18,6.86,11.28,165,2292,13.9,7,4,46
2015,Titus Davis,Central Michigan,WR,72.75,196,8.25,29.63,,4.51,,32.5,119,4.28,7.14,,204,3700,18.1,37,4,45
2015,Andre Debose,Florida,WR,71.63,190,8.63,32.25,,4.49,11,36,120,4.13,7.04,,30,540,18,4,4,42
2015,Stefon Diggs,Maryland,WR,72,195,10,31.25,,4.46,10,35,115,4.32,7.03,,150,2227,14.8,14,3,29
2015,Phillip Dorsett,Miami (FL),WR,69.75,185,9.38,30.25,,4.33,13,37,122,4.11,6.7,,121,2132,17.6,17,4,43
2015,Quinton Dunbar,Florida,WR,73.63,195,9.5,32.625,,4.44,6,33.5,117,4.2,7.21,,111,1500,13.5,8,4,45
2015,Lemar Durant,Simon Fraser (Canada),WR,73.63,231,10,31.125,,4.59,26,35.5,114,4.6,7.29,,,,,,,
2015,George Farmer,Southern California,WR,72.75,220,8.63,33,,4.38,18,33,120,4.31,7.11,,30,363,12.1,4,3,23
2015,Clay Fuller,Baylor,WR,73,210,,,,4.55,,,,,,,49,749,15.3,3,4,44
2015,Devin Funchess,Michigan,WR,76.25,232,9.75,33.5,,4.7,17,38.5,122,4.52,7.09,,126,1715,13.6,15,3,37
2015,Devin Gardner,Michigan,WR,75.5,217,9.5,33.125,,4.62,14,34,114,4.46,7.07,,,,,,,
2015,Keyarris Garrett,Tulsa (OK),WR,75,206,9,34.5,,4.64,14,36.5,128,4.33,7.3,11.72,219,3209,14.7,22,5,46
2015,Antwan Goodley,Baylor,WR,70.25,209,9.25,30.75,,4.44,,33.5,124,4.42,7.3,,150,2366,15.8,21,4,47
2015,Christian Green,Florida State,WR,72.75,196,9,31.25,,4.54,15,32.5,119,4.49,7.15,,48,760,15.8,1,4,38
2015,Dorial Green-Beckham,Oklahoma,WR,77.13,237,9,32.5,20,4.49,13,33.5,119,4.45,6.89,11.89,87,1278,14.7,17,2,25
2015,Deontay Greenberry,Houston,WR,73,198,9.5,31.25,,4.64,20,34,113,4.35,7.34,,201,2612,13,20,3,37
2015,Rashad Greene,Florida State,WR,71.38,182,9,31.63,24,4.53,,36.5,122,4.12,6.88,,270,3830,14.2,29,4,51
2015,Rannell Hall,Central Florida,WR,72.38,198,8.63,30.5,,4.6,16,41,132,4.15,6.86,,145,2051,14.1,9,4,49
2015,Justin Hardy,East Carolina (NC),WR,70.25,192,10,32.13,,4.56,11,36.5,114,4.21,6.63,,387,4541,11.7,35,4,49
2015,Chris Harper,California,WR,70.75,176,9.13,31.875,,4.53,10,33.5,117,4.4,7.14,,163,2030,12.5,13,3,35
2015,Josh Harper,Frenso State (CA),WR,72.88,191,8.75,30.88,,4.64,13,32,108,4.36,7.15,12.26,228,2938,12.9,29,4,42
2015,R.J. Harris,New Hampshire,WR,71.88,191,9.13,33.125,,4.68,17,36,124,4.24,7.34,,,,,,,
2015,Nick Harwell,Kansas,WR,71.25,193,9.63,30.125,,4.57,8,33,120,4.24,6.84,,273,3636,13.3,28,4,46
2015,Austin Hill,Arizona,WR,74.13,214,9.75,31.625,,4.59,16,35,118,4.15,6.83,,151,2310,15.3,17,3,37
2015,Anthony Johnson,West Texas A&M,WR,73.75,194,10.38,33,,4.56,20,24.5,102,4.83,7.93,,,,,,,
2015,Vernon Johnson,Texas A&M-Commerce,WR,72,188,9.75,31.375,,4.47,17,35.5,124,4.51,7.48,,,,,,,
2015,Chris Jones,Alabama,WR,70.13,182,9,32.75,,4.63,8,32.5,119,4.19,6.91,,85,1030,12.1,7,4,52
2015,Tebucky Jones,Fordham (NY),WR,71,197,,,,4.53,,,,,,,,,,,,
2015,Tony Jones,Northwestern,WR,71.38,197,8.88,30.75,,4.42,,,,,,,130,1445,11.1,10,4,42
2015,Malcome Kennedy,Texas A&M,WR,71.25,207,9.75,31.25,,4.57,9,30,116,4.3,7.21,,150,1694,11.3,15,4,48
2015,Nigel King,Kansas,WR,74.13,213,9.5,31.625,,4.57,14,38,125,4.42,,,72,1112,15.4,6,3,34
2015,Jake Kumerow,Wisconsin-Whitewater,WR,76.5,209,9.5,31.875,,4.54,14,29.5,110,4.3,7.01,,,,,,,
2015,Dez Lewis,Central Arkansas,WR,75.75,214,9.88,32.5,,4.58,16,33.5,119,4.28,7.11,,,,,,,
2015,Jameon Lewis,Mississippi State,WR,68.25,184,9.25,29.25,,4.57,10,27.5,107,4.47,7.32,,113,1554,13.8,8,4,48
2015,Tony Lippett,Michigan State,WR,74.5,192,9.88,32.75,,4.61,10,36,114,4.13,6.92,11.44,149,2247,15.1,15,4,52
2015,Tyler Lockett,Kansas State,WR,69.88,182,8.38,30,,4.4,,35.5,121,4.07,6.89,11.14,249,3710,14.9,29,4,47
2015,Deon Long,Maryland,WR,71.63,192,9.5,31,,4.51,12,34,120,4.27,6.98,,130,1873,14.4,7,3,30
2015,Keanon Lowe,Oregon,WR,68.88,186,8.75,30.375,,4.46,9,34,105,4.37,7.05,,68,891,13.1,11,4,43
2015,Donatella Luckett,Harding (AR),WR,71.75,211,9.25,31,,4.65,17,34,118,4.5,7.51,,,,,,,
2015,Kevonte Martin-Manley,Iowa,WR,72.13,205,9.38,32.125,,4.56,,34,121,4.25,7.05,,174,1799,10.3,12,4,50
2015,Vince Mayle,Washington State,WR,74,224,9,31.75,,4.67,,35.5,117,4.13,6.93,,148,2022,13.7,16,2,23
2015,Tre McBride,William & Mary (VA),WR,72.25,210,9,32.13,,4.41,16,38,122,4.08,6.96,11.7,,,,,,
2015,Justin McCay,Kansas,WR,74.13,210,9,33.25,,4.54,11,31.5,110,4.62,7.44,,27,273,10.1,3,2,19
2015,Matt Miller,Boise State,WR,74.88,220,8.88,32.5,,4.79,8,32.5,111,4.47,7.23,,244,3049,12.5,29,4,44
2015,Matt Milton,Louisville,WR,77.38,205,8.88,34,,4.62,15,34.5,123,4.57,7.03,,5,103,20.6,0,3,11
2015,Ty Montgomery,Stanford,WR,71.88,221,10.13,31,,4.55,15,40.5,121,4.21,6.97,11.57,172,2125,12.4,15,4,49
2015,Keith Mumphery,Michigan State,WR,71.63,215,9.13,31.13,,4.54,14,32.5,121,4.25,7.07,,88,1348,15.3,7,4,51
2015,J.J. Nelson,Alabama-Birmingham,WR,70.25,156,8.25,31.13,,4.28,,36,127,4.15,7.02,11.89,116,2273,19.6,20,4,44
2015,Levi Norwood,Baylor,WR,72.5,193,9.63,30.875,,4.52,,33,120,4.23,6.89,,128,1626,12.7,11,4,49
2015,DeVante Parker,Louisville,WR,74.63,209,9.25,33.25,15,4.45,17,36.5,125,,,,156,2775,17.8,33,4,42
2015,Breshad Perriman,Central Florida,WR,74,212,9.25,32,,4.52,17,35,124,,,,115,2243,19.5,16,3,39
2015,Shakim Phillips,Boston College,WR,73,206,9.5,32.375,,4.42,16,37.5,124,4.37,7.08,,73,1087,14.9,8,3,26
2015,Kyle Prater,Northwestern,WR,77.13,228,10.38,33.25,,4.58,19,29.5,118,4.28,7.18,,71,654,9.2,2,4,40
2015,Addison Richards,Regina (Canada),WR,76.38,209,8.25,30.5,,4.67,,,,,,,,,,,,
2015,Jamal Robinson,Louisiana-Lafayette,WR,75,205,,,,4.57,,,,,,,155,2650,17.1,20,5,50
2015,Ezell Ruffin,San Diego State,WR,71.63,218,8.75,31.13,,4.68,17,27.5,110,4.58,7.35,12.59,111,1877,16.9,5,3,32
2015,Dominic Rufran,Wyoming,WR,71.5,188,9.13,30.5,,4.55,17,32,118,4.33,7.32,,203,2492,12.3,15,4,49
2015,Bud Sasser,Missouri,WR,74.63,210,10.13,33,,4.62,17,33,117,4.42,6.99,,116,1611,13.9,14,4,48
2015,Ross Scheuerman,Lafayette (PA),WR,71.88,204,8.75,30,,4.62,15,33,121,4.11,7.08,11.4,,,,,,
2015,Dawon Scott,Miami (OH),WR,71,194,,,,4.54,,,,,,,,,,,,
2015,Jaxon Shipley,Texas,WR,72.13,193,9.25,30.875,,4.54,9,34,125,4.41,6.93,,218,2510,11.5,11,4,48
2015,Tommy Shuler,Marshall (WV),WR,67,188,,,,4.68,,,,,,,322,3563,11.1,25,4,50
2015,DeAndre Smelter,Georgia Tech,WR,74.13,226,11,32.63,,4.58,,,,,,,56,1060,18.9,11,2,22
2015,Devin Smith,Ohio State,WR,72.38,196,9,31,,4.42,10,39,122,4.15,6.94,,121,2503,20.7,30,4,53
2015,Evan Spencer,Ohio State,WR,73.38,208,10.13,31.875,,4.54,19,33.5,121,4.33,7.14,,52,579,11.1,7,4,43
2015,Neal Sterling,Monmouth (NJ),WR,75.38,238,9.63,33.125,,4.63,15,34,113,4.29,7.18,,,,,,,
2015,Jaelen Strong,Arizona State,WR,74.38,217,9,32.5,22,4.44,,42,123,4.25,7.45,,157,2287,14.6,17,2,26
2015,Tacoi Sumler,Appalachian State (NC),WR,67.63,175,9.25,29.375,,4.42,12,31.5,115,4.44,7.07,,13,142,10.9,2,1,8
2015,Jordan Taylor,Rice (TX),WR,76.38,204,9.25,32.75,,4.54,8,35,119,4.5,6.8,,176,2588,14.7,20,4,42
2015,Darren Waller,Georgia Tech,WR,78.13,238,9,33.25,,4.46,12,37,125,4.25,7.07,11.35,51,971,19,9,3,33
2015,Jarrod West,Syracuse,WR,73.88,209,10.25,30.75,,4.53,18,34,119,4.23,7.17,,134,1836,13.7,4,4,44
2015,Brandon White,San Diego,WR,74.13,205,,,,,,,,,,,,,,,,
2015,Darius White,Missouri,WR,75,208,9.38,31.75,,4.56,12,36,121,4.63,7.23,,43,519,12.1,6,4,37
2015,DeAndrew White,Alabama,WR,71.5,193,9.13,31,,4.44,,34.5,118,4.18,6.97,,94,1294,13.8,12,4,40
2015,Kevin White,West Virginia,WR,74.63,215,9.25,32.63,,4.35,23,36.5,123,4.14,6.92,11.52,144,1954,13.6,15,2,23
2015,Jackie Williams,Central Florida,WR,69.63,190,9.13,31.25,,4.59,16,38,126,4.38,6.69,,147,1789,12.2,5,4,43
2015,Kasen Williams,Washington,WR,73.5,219,9.25,32.625,,4.54,16,34,116,4.51,7.16,,162,1915,11.8,15,4,43
2015,Tyrell Williams,Western Oregon,WR,75.5,204,9.88,33.5,,4.43,,38,124,4.21,6.85,,,,,,,
2015,Demetrius Wilson,Arkansas,WR,73.38,185,9.25,31,,4.49,3,33.5,121,4.38,6.76,,26,337,13,2,2,20
2015,Cam Worthy,East Carolina (NC),WR,74.25,211,10.13,33.5,,4.59,12,,,,,,74,1311,17.7,6,2,22
2015,J.J. Worton,Central Florida,WR,73,209,9.88,30.75,,4.63,,,,,,,168,2360,14,21,4,49
2015,Shane Wynn,Indiana,WR,66,167,8.88,29.5,,4.38,12,34.5,117,4.29,7,,189,2198,11.6,20,4,48
2014,Jared Abbrederis,Wisconsin,WR,73,195,9.63,31.38,32,4.5,4,30.5,116,4.08,6.8,11.39,202,3140,15.5,23,4,53
2014,Davante Adams,Frenso State (CA),WR,72.88,212,9,32.63,,4.56,14,39.5,123,4.3,6.82,,233,3031,13,38,2,26
2014,Torrence Allen,West Texas A&M,WR,72,183,8.88,32.375,,4.45,14,38.5,126,4.6,7.25,,,,,,,
2014,Dri Archer,Kent State (OH),WR,67.75,173,8.88,31,,4.26,20,38,122,4.06,6.86,,325,2342,7.2,24,4,47
2014,Odell Beckham,Louisiana State,WR,71.25,198,10,32.75,,4.43,7,38.5,122,3.94,6.69,10.93,143,2340,16.4,12,3,40
2014,Kelvin Benjamin,Florida State,WR,77,240,10.25,34.88,7,4.61,13,32.5,117,4.39,7.33,12.08,84,1506,17.9,19,2,28
2014,Chris Boyd,Vanderbilt,WR,76,206,9.63,32.63,,4.73,12,,,,,,81,1247,15.4,13,2,26
2014,Corey Brown,Ohio State,WR,71.38,178,9.38,31.75,,4.51,,33,115,4.22,7.16,11.94,145,1750,12.1,15,4,52
2014,John Brown,Pittsburg State (KS),WR,70,179,8.5,30.5,,4.34,7,36.5,117,4.12,6.91,11.4,,,,,,
2014,Martavis Bryant,Clemson,WR,75.75,211,9.5,32.63,14,4.42,16,39,123,4.15,7.18,,61,1354,22.2,13,3,37
2014,Isaiah Burse,Frenso State (CA),WR,70.38,188,8.38,30.25,,4.58,16,31,114,3.94,6.74,11.53,210,2503,11.9,15,4,52
2014,Trey Burton,Florida,WR,74.13,224,9.38,31,,4.62,,30,111,4.32,7.14,,153,720,4.7,16,4,50
2014,Michael Campanaro,Wake Forest,WR,69.38,192,9.75,30,,4.46,20,39,122,4.01,6.77,,229,2506,10.9,14,4,42
2014,Brandon Coleman,Rutgers,WR,78,225,9.25,34,,4.56,21,32.5,,4.51,7.33,,94,1808,19.2,20,3,38
2014,Kain Colter,Northwestern,WR,70.5,198,10,31,,4.75,10,,,4.24,6.79,,63,683,10.8,4,4,39
2014,Brandin Cooks,Oregon State,WR,69.75,189,9.63,30.75,,4.33,16,36,120,3.81,6.76,10.72,226,3272,14.54,24,3,38
2014,Damian Copeland,Louisville,WR,71,184,9,31.38,,4.5,12,40,120,3.9,6.53,10.84,116,1521,13.1,7,3,34
2014,Mike Davis,Texas,WR,72,197,9.38,30.25,,4.52,10,34,116,4.18,7,11.65,200,2753,13.8,18,4,49
2014,Bruce Ellington,South Carolina,WR,69.38,197,9.63,31,,4.45,15,39.5,120,3.95,6.69,11.12,106,1586,15,16,3,38
2014,Quincy Enunwa,Nebraska,WR,74,225,9.5,32.63,,4.41,19,,,,,,115,1526,13.3,15,4,49
2014,Mike Evans,Texas A&M,WR,76.75,231,9.63,35.13,25,4.53,12,37,,4.26,7.08,11.58,151,2499,16.5,17,2,26
2014,Shaquelle Evans,UCLA,WR,73.25,213,9.38,32,,4.51,13,34.5,122,4.21,7.07,,133,1956,14.7,14,4,46
2014,Bennie Fowler,Michigan State,WR,73.25,217,9.5,32,,4.52,17,36,125,4.18,7.06,11.52,93,1341,14.4,11,4,43
2014,Austin Franklin,New Mexico State,WR,70.63,189,10,31.25,,4.56,7,36,123,4.33,7.07,11.7,160,2439,15.2,19,3,33
2014,Jeremy Gallon,Michigan,WR,67.5,185,9.38,29.5,,4.49,15,38,127,4.3,7.18,,173,2704,15.6,17,4,51
2014,Ryan Grant,Tulane (LA),WR,72.38,199,9.63,31,,4.64,8,35.5,117,4.11,6.68,11.63,196,2769,14.1,21,5,47
2014,Matt Hazel,Coastal Carolina (SC),WR,73,198,9.13,31.38,,4.5,15,36.5,116,4.2,7.08,11.6,,,,,,
2014,Robert Herron,Wyoming,WR,69.13,193,9.75,30.5,,4.48,18,35.5,124,4.27,6.84,,152,2025,13.3,20,4,42
2014,Cody Hoffman,Brigham Young,WR,75.88,223,9.75,33.25,,4.65,13,27.5,108,4.2,6.89,,260,3612,13.9,33,4,50
2014,Josh Huff,Oregon,WR,71.25,206,9.38,31.25,,4.51,14,35.5,115,4.16,7.07,,144,2366,16.4,24,4,49
2014,Allen Hurns,Miami (FL),WR,73.25,198,9.25,32,,4.55,14,31,120,4.5,7.23,,121,1891,15.6,14,4,46
2014,Jeff Janis,Saginaw Valley State (MI),WR,74.88,219,9,32.5,,4.42,20,37.5,123,3.98,6.64,,,,,,,
2014,T.J. Jones,Notre Dame,WR,71.63,188,10,30.625,,4.48,,33,117,4.27,6.82,,181,2429,13.4,19,4,51
2014,Jarvis Landry,Louisiana State,WR,71.5,205,10.25,31.75,,4.65,12,28.5,110,4.63,7.67,,137,1809,13.2,15,3,40
2014,Cody Latimer,Indiana,WR,74.5,215,9.63,32.63,,4.52,23,37.5,,,,,135,2042,15.1,17,3,32
