Draft Class,Name,School,Position,Height,Weight,Hand Size,Arm Length,Wonderlic,40 Yard Dash,Bench Press,Vertical,Broad Jump,Shuttle,3 Cone,60Yd Shuttle,Rec,Yds,Avg,TD,YP,Games Played
2023,Trey Palmer,Nebraska,WR,72.25,192,9.63,31.88,,4.33,,28,111,4.3,7.24,,112,1501,13.4,12,4,40
2023,A.T. Perry,Wake Forest,WR,75.5,198,9.25,33.25,,4.47,,35,133,,,,171,2662,15.6,28,4,43
2023,Jayden Reed,Michigan State,WR,70.88,191,9.13,30.5,,4.45,12,33.5,121,4.29,,,203,2866,14.1,26,4,43
2023,Rashee Rice,Southern Methodist (TX),WR,72.63,204,9.5,32.75,,4.51,,41,128,4.27,7.13,,233,3111,13.4,25,4,44
2023,Tyler Scott,Cincinnati,WR,69.88,177,9,30.88,,4.44,14,39.5,133,4.29,7.1,,87,1439,16.5,14,3,35
2023,Justin Shorter,Florida,WR,76.25,229,10,33.75,,4.55,18,35.5,126,,,,110,1552,14.1,8,5,47
2023,Jaxon Smith-Njigba,Ohio State,WR,72.63,196,9,30.5,,4.56,,35,125,3.93,6.57,,110,1698,15.4,10,3,23
2023,Cedric Tillman,Tennessee,WR,75.38,213,10,32.75,,4.54,,37,128,,7.43,,109,1622,14.9,17,5,41
2023,Mitchell Tinsley,Penn State,WR,72,199,10,32.38,,4.6,14,35.5,120,4.21,6.81,,181,2356,13,23,3,39
2023,Tre Tucker,Cincinnati,WR,68.63,182,8.63,28.88,,4.4,15,37.5,124,4.53,7.18,,111,1425,12.8,8,4,50
2023,Parker Washington,Penn State,WR,69.75,204,10.13,29,,,16,,,,,,146,1920,13.2,12,3,32
2023,Jalen Wayne,South Alabama,WR,73.75,216,9.38,32.13,,4.51,,34.5,124,4.55,7.54,,,,,,,
2023,Dontayvion Wicks,Virginia,WR,73.38,206,10,32.38,,4.62,,39,130,,,,90,1694,18.8,12,4,30
2023,Michael Wilson,Stanford,WR,73.88,213,9.75,31,,4.58,23,37.5,125,4.27,6.92,,134,1662,12.4,11,5,36
2022,Calvin Austin,Memphis,WR,67.75,170,9.25,30,,4.32,,39,135,4.07,6.65,,156,2541,16.3,22,4,40
2022,Kevin Austin,Notre Dame,WR,74.38,200,9,32.88,,4.43,,39,132,4.15,6.71,,54,996,18.4,7,3,19
2022,David Bell,Purdue,WR,72.88,212,9.25,31.88,,4.68,,33,118,4.57,7.14,,232,2946,12.7,21,3,29
2022,Slade Bolden,Alabama,WR,70.63,193,9.75,29.38,,4.66,,32,116,,,,68,712,10.5,4,3,40
2022,Treylon Burks,Arkansas,WR,73.88,224,9.75,33.5,,4.55,11,33,122,4.44,7.28,,146,2399,16.4,18,3,32
2022,DaiJean Dixon,Nicholls State (LA),WR,74.63,205,9.5,32.38,,4.62,,34,125,4.42,7.28,,,,,,,
2022,Jahan Dotson,Penn State,WR,70.63,178,9.5,30.75,,4.43,,36,121,,7.28,,183,2757,15.1,25,4,42
2022,Romeo Doubs,Nevada,WR,73.88,201,10,32.25,,,,,,,,,225,3322,14.8,26,4,44
2022,Dontario Drummond,Mississippi,WR,72.88,215,9.25,31.5,,4.65,,34,122,,,,114,1633,14.3,15,3,34
2022,Erik Ezukanma,Texas Tech,WR,73.88,209,9.38,33.5,,,,36.5,126,4.38,,,138,2166,15.7,15,4,35
2022,Ty Fryfogle,Indiana,WR,73.13,209,9.75,30.88,,4.53,12,39,127,4.51,7.26,,158,2231,14.1,14,5,46
2022,Danny Gray,Southern Methodist (TX),WR,71.88,186,9.63,31.88,,4.33,,34,126,,,,82,1251,15.3,13,2,19
2022,Johnny Johnson,Oregon,WR,71.88,197,9.75,30.5,,4.6,,32,121,4.54,7.21,,139,1928,13.9,15,5,51
2022,Josh Johnson,Tulsa (OK),WR,70.5,179,8.63,32.25,,4.66,14,,,,,,166,2119,12.8,13,4,38
2022,Velus Jones,Tennessee,WR,71.75,204,9.75,30.88,,4.31,,33,121,,,,122,2973,24.2,2,6,60
2022,Drake London,Southern California,WR,75.88,219,9.38,33,,,,,,,,,160,2153,13.5,15,3,27
2022,Bo Melton,Rutgers,WR,71,189,9,31.25,,4.34,,38,121,,6.98,,164,2011,12.3,11,5,46
2022,John Metchie,Alabama,WR,71.25,187,9.25,30.63,,,,,,,,,155,2081,13.4,14,3,38
2022,Skyy Moore,Western Michigan,WR,69.63,195,10.25,31,,4.41,,34.5,125,4.32,7.13,,171,2482,14.5,16,3,30
2022,Jalen Nailor,Michigan State,WR,71.25,186,9.13,30.25,,4.5,,38,128,4.28,7.03,,86,1454,16.9,12,4,26
2022,Chris Olave,Ohio State,WR,72.38,187,9.5,31.13,,4.39,,32,124,,,,176,2711,15.4,35,4,40
2022,Kyle Philips,UCLA,WR,71.25,189,8.63,29.63,,4.58,,33.5,124,,,,163,1821,11.2,17,4,34
2022,George Pickens,Georgia,WR,75.25,195,8.75,32.38,,4.47,,33,125,,,,90,1347,15,14,3,26
2022,Alec Pierce,Cincinnati,WR,75.13,211,9,33,,4.41,,40.5,129,4.28,7.13,,106,18851,17.5,12,4,38
2022,Makai Polk,Mississippi State,WR,75.13,195,9.5,32.25,,4.59,,31,119,4.36,,,141,1524,10.8,12,3,30
2022,Charleston Rambo,Miami (FL),WR,72.63,177,9.75,32,,4.57,,33.5,118,,,,155,2352,15.2,16,4,41
2022,Reggie Roberson,Southern Methodist (TX),WR,71,192,9.5,32.63,,,,29,114,,,,174,2734,15.7,24,5,38
2022,WanDale Robinson,Kentucky,WR,68,178,9,27.63,,4.44,,34.5,118,,,,195,2248,11.5,10,3,31
2022,Justyn Ross,Clemson,WR,75.63,205,9.63,32.13,,,11,,,,,,158,2379,15.1,20,3,38
2022,Braylon Sanders,Mississippi,WR,72.13,194,10,31.5,,4.48,,34.5,121,,,,69,1453,21.1,10,5,39
2022,Khalil Shakir,Boise State,WR,71.88,196,9.5,29,,4.43,,34.5,124,4.21,7.28,,208,2878,13.8,20,4,43
2022,Tyquan Thornton,Baylor,WR,74.38,181,8.25,33.25,,4.28,,36.5,130,,,,143,2242,15.7,19,4,44
2022,Jalen Tolbert,South Alabama,WR,73.63,193,10,32.63,,4.49,,36,123,4.28,7.08,,178,3140,17.6,22,4,40
2022,Tre Turner,Virginia Tech,WR,73.38,184,8.5,30.75,,4.51,,30,113,4.53,7.45,,134,2292,17.1,14,4,44
2022,Christian Watson,North Dakota State,WR,76.13,208,10.13,32.5,,4.36,,38.5,136,,,,,,,,,
2022,Isaiah Weston,Northern Iowa,WR,75.5,214,9.5,32.5,,4.42,20,40,135,,,,,,,,,
2022,Devon Williams,Oregon,WR,77,210,9.88,34.13,,4.65,,33,133,,,,55,941,17.1,7,4,23
2022,Jameson Williams,Alabama,WR,73.5,179,9.25,32.13,,,,,,,,,94,1838,19.6,18,3,34
2022,Garrett Wilson,Ohio State,WR,71.75,183,9.88,32,,4.38,,36,123,4.36,,,143,2213,15.5,23,3,33
2022,Michael Woods,Oklahoma,WR,73.5,203,9.63,33.25,,4.55,,34.5,125,4.5,7.18,,118,1648,14,12,4,43
2021,Jonathan Adams,Arkansas State,WR,74,210,9.875,32.125,,4.63,,37.5,129,4.42,7.15,,,,,,,
2021,Tutu Atwell,Louisville,WR,68.88,155,8.875,29.25,,4.43,,31.5,114,4.13,6.98,,171,2640,15.4,17,4,45
2021,Jhamon Ausbon,Texas A&M,WR,74.38,217,9.875,32.375,,4.76,,31.5,115,4.32,7,,147,1818,12.8,8,3,34
2021,Kawaan Baker,South Alabama,WR,72.5,210,10.75,32.375,,4.49,20,38,126,4.45,7.53,,,,,,,
2021,Rashod Bateman,Minnesota,WR,72.38,190,9.5,33,,4.47,,34.5,120,4.39,7.06,,147,2410,16.4,19,3,31
2021,Tarik Black,Texas,WR,74.75,213,9.75,33.75,,4.58,14,38.5,129,4.3,7.02,,50,747,14.9,3,4,26
2021,Rico Bussey,Hawaii,WR,72.38,186,10.125,33,,4.54,12,37,121,4.3,7.32,,159,2215,13.9,22,5,40
2021,Jalen Camp,Georgia Tech,WR,73.88,226,9.625,33.75,,4.52,28,38,122,4.18,7.11,,48,808,16.8,5,4,25
2021,JaMarr Chase,Louisiana State,WR,72.38,201,9.625,30.75,,4.38,,39.5,129,4.03,7.07,,107,2093,19.6,23,2,24
2021,Nico Collins,Michigan,WR,76.13,215,9.375,34.125,,4.49,13,36,122,4.36,6.9,,78,1388,17.8,13,3,27
2021,Donnie Corley,Texas Southern,WR,73.75,195,9.25,32.375,,4.63,12,32.5,120,4.33,6.94,,,,,,,
2021,Damonte Coxie,Memphis,WR,74.13,198,8.75,33.25,,4.81,3,29,119,4.49,7.03,,185,2948,15.9,20,4,41
2021,Frank Darby,Arizona State,WR,72,201,9.625,31.375,,4.65,18,33,114,4.27,7.26,,67,1317,19.7,13,4,31
2021,Jaelon Darden,North Texas,WR,67.63,174,8.75,30.625,,4.5,10,34,119,4.14,6.78,,230,2782,12.1,38,4,46
2021,DWayne Eskridge,Western Michigan,WR,68.75,190,9,30.125,,4.44,,33.5,121,4.31,7.06,,122,2260,18.5,15,5,43
2021,Dez Fitzpatrick,Louisville,WR,73.75,208,9.625,32.75,,4.53,,33.5,97,4.29,7.17,,154,2589,16.8,21,4,47
2021,Bailey Gaither,San Jose State,WR,72,188,9.25,31,,4.52,8,29.5,118,4.43,7.18,,135,2227,16.5,18,5,37
2021,Trevon Grimes,Florida,WR,76,220,9.625,31.375,,4.54,14,33.5,115,4.3,7.11,,100,1464,14.6,14,4,38
2021,Adrian Hardy,Louisiana Tech,WR,73,205,9.375,32,,4.65,11,36,121,4.54,7.07,,168,2370,14.1,12,4,36
2021,Jacob Harris,Central Florida,WR,77,219,9.5,33.75,,4.47,14,39,130,4.35,6.62,,49,987,20.1,9,3,28
2021,Damon Hazelton,Missouri,WR,74.75,206,9.875,33.375,,4.68,,36,117,4.36,7.22,,163,2231,13.7,21,4,40
2021,Josh Imatorbhebhe,Illinois,WR,72.88,218,9.25,32.375,,4.57,23,45,131,4.42,7.21,,57,942,16.5,12,3,20
2021,Warren Jackson,Colorado State,WR,78,219,9.375,33.5,,4.76,10,32,120,4.55,7.82,,124,1789,14.4,14,4,28
2021,Terrell Jana,Virginia,WR,71.13,195,9.125,31.75,,4.73,16,30.5,107,4.17,7.16,,123,1481,12,5,4,33
2021,Cade Johnson,South Dakota State,WR,70.63,184,9.375,29.25,,4.55,10,33.5,111,,,,,,,,,
2021,Tim Jones,Southern Mississippi,WR,72.75,203,9.5,31.375,,4.51,16,38.5,121,4.18,7.13,,150,2011,13.4,9,4,34
2021,Branden Mack,Temple,WR,77,217,9.25,32.125,,4.7,10,29.5,112,4.41,7.24,,131,1819,13.9,15,4,34
2021,Terrace Marshall,Louisiana State,WR,74.5,205,9.5,32.75,,4.44,18,37.5,122,,,,106,1594,15,23,3,28
2021,Khalil McClain,Troy (AL),WR,74.88,214,9.625,31.875,,4.74,14,30.5,111,4.54,7.83,,77,945,12.3,13,3,25
2021,Racey McMath,Louisiana State,WR,74.5,211,8.875,32,,4.43,,32.5,122,4.44,7.48,,33,522,15.8,4,3,23
2021,Osirus Mitchell,Mississippi State,WR,77,206,10.875,34.375,,4.65,11,34,125,4.38,7.23,,107,1413,13.2,14,4,39
2021,Elijah Moore,Mississippi,WR,69.5,178,9.375,30.125,,4.39,16,34.5,118,4.04,6.78,,189,2441,12.9,16,3,33
2021,Rondale Moore,Purdue,WR,67,181,8.75,28.25,,4.36,,41,123,4.14,6.79,,178,1915,10.8,14,3,20
2021,Dazz Newsome,North Carolina,WR,70.13,190,9,29.875,,4.63,11,32.5,118,4.43,7.5,,188,2435,13,18,4,43
2021,Tre Nixon,Central Florida,WR,72.13,187,9.125,31.75,,4.48,17,34,122,4.29,6.92,,109,1671,15.3,13,4,29
2021,Antonio Nunn,Buffalo,WR,71,204,8.875,31,,4.54,14,32,117,4.36,7.23,,113,1718,15.2,10,4,36
2021,Josh Palmer,Tennessee,WR,73.25,210,9.625,33,,4.56,,32.5,121,4.28,7.09,,99,1514,15.3,7,4,44
2021,Whop Philyor,Indiana,WR,69.63,184,9.25,30.625,,4.62,13,29.5,117,4.42,7.31,,180,2067,11.5,12,4,35
2021,Cornell Powell,Clemson,WR,72.25,204,10,32.75,,4.57,15,35,125,4.25,7.14,,93,1211,13,10,5,44
2021,Blake Proehl,East Carolina (NC),WR,73.88,186,9,31.5,,4.51,11,34.5,123,4.24,7.11,,130,1576,12.1,9,3,29
2021,Amari Rodgers,Clemson,WR,69.5,212,9.5,30.375,,4.56,18,31.5,118,4.35,7.18,,181,2144,11.8,15,4,53
2021,T.J. Simmons,West Virginia,WR,73.38,208,9.375,32,,4.63,12,30.5,117,4.59,7.33,,86,1197,13.9,9,4,28
2021,Bennett Skowronek,Notre Dame,WR,74.88,220,10.125,33.25,,,12,,115,,,,139,1856,13.4,13,5,47
2021,Brandon Smith,Iowa,WR,73.38,218,9.375,34.25,,4.68,20,37.5,127,,,,91,1041,11.4,9,4,31
2021,DeVonta Smith,Alabama,WR,72.25,170,9.25,31.875,,,,,128,,,,235,3965,16.9,46,4,49
2021,Shi Smith,South Carolina,WR,69.5,186,9.75,31.875,,4.5,,34.5,120,4.26,6.9,,174,2204,12.7,13,4,42
2021,Ihmir Smith-Marsette,Iowa,WR,72.75,181,9.75,30.75,,4.54,9,35.5,121,4.27,7.17,,110,1615,14.7,13,4,43
2021,Amon-Ra St. Brown,Southern California,WR,71.5,197,9.125,30.375,,4.65,19,37,124,4.3,7.01,,178,2270,12.6,16,3,30
2021,Marquez Stevenson,Houston,WR,70.13,180,8.625,31.5,,4.52,,31.5,119,4.25,6.97,,147,2269,15.4,22,4,32
2021,Dillon Stoner,Oklahoma State,WR,72.13,194,9,30.875,,4.61,15,35.5,120,4.22,7.06,,191,2378,12.5,17,5,51
2021,Eli Stove,Auburn,WR,71.38,194,9.125,32.125,,4.58,13,29,116,4.44,7.45,,136,1186,8.7,6,5,48
2021,Mike Strachan,Charleston (WV),WR,77.38,226,10,34.25,,4.58,19,33.5,124,4.4,7.07,,728,3057,4.2,12,3,33
2021,Sage Surratt,Wake Forest,WR,74.5,209,9,32.25,,4.74,,,112,4.29,,,107,1582,14.8,15,2,19
2021,Kadarius Toney,Florida,WR,71.63,193,9.25,31.25,,4.42,8,38,133,4.27,6.99,,120,1590,13.3,12,4,38
2021,Austin Trammell,Rice (TX),WR,70.13,181,9.5,28.125,,4.66,20,38.5,121,4.15,6.86,,142,1744,12.3,13,4,40
2021,T.J. Vasher,Texas Tech,WR,77.63,203,10.25,35.625,,,,35.5,118,,,,146,1983,13.6,21,5,38
2021,Tyler Vaughns,Southern California,WR,74,184,9.5,32.875,,4.73,6,30,117,4.44,7.26,,222,2801,12.6,20,4,44
2021,Jaylen Waddle,Alabama,WR,69.5,180,9.125,30.375,,,,,119,,,,106,1999,18.9,17,3,34
2021,Tylan Wallace,Oklahoma State,WR,71.38,194,9.75,30.375,,4.54,10,31.5,109,4.29,7.08,,205,3434,16.8,26,4,37
2021,Austin Watkins,Alabama-Birmingham,WR,73.5,209,9.625,31.75,,4.6,17,,130,,,,98,1642,16.8,9,3,35
2021,Marlon Williams,Central Florida,WR,71.25,209,8.875,31,,4.7,13,32,116,4.61,,,157,2260,14.4,19,4,41
2021,Seth Williams,Auburn,WR,75,211,9.875,33.5,,4.53,11,35.5,121,4.47,7.31,,132,2124,16.1,17,3,33
2020,Brandon Aiyuk,Arizona State,WR,71.63,205,9.75,33.5,,4.5,11,40,128,,,,98,1666,17,11,2,25
2020,Omar Bayless,Arkansas State,WR,72.75,212,9,31.88,,4.62,11,36,123,4.5,7.35,,177,2775,15.7,26,4,43
2020,Lawrence Cager,Georgia,WR,76.75,220,8.88,33.38,,,,,,,,,78,1157,14.8,14,4,34
2020,Marquez Callaway,Tennessee,WR,73.25,205,9.38,32.38,,4.55,,38,126,,,,92,1646,17.9,13,4,35
2020,Quintez Cephus,Wisconsin,WR,72.88,202,8.75,32.13,,4.73,23,38.5,124,4.33,7.2,,93,1496,16.1,13,3,30
2020,Chase Claypool,Notre Dame,WR,76.25,238,9.88,32.5,,4.42,19,40.5,126,,,,150,2159,14.4,19,4,45
2020,Tyrie Cleveland,Florida,WR,74,205,9.13,32.88,,4.46,13,39.5,126,,,,79,1271,16.1,8,4,41
2020,Isaiah Coulter,Rhode Island,WR,73.88,198,9,31.75,,4.45,,36,121,4.62,7.28,,,,,,,
2020,Gabriel Davis,Central Florida,WR,74,216,9.25,32.25,,4.54,14,35,124,4.59,7.08,,152,2447,16.1,23,3,34
2020,Quartney Davis,Texas A&M,WR,73.25,201,9.5,31.38,,4.54,,35.5,,,,,99,1201,12.1,11,2,24
2020,Devin Duvernay,Texas,WR,70.5,200,9.5,30.63,,4.39,,35.5,123,4.2,7.13,,176,2468,14,16,4,45
2020,Bryan Edwards,South Carolina,WR,74.75,212,9.5,32.25,,,,,,,,,234,3045,13,22,4,48
2020,Chris Finke,Notre Dame,WR,70,184,9,29,,4.57,7,40,,,,,106,1251,11.8,8,4,49
2020,Aaron Fuller,Washington,WR,70.75,188,8.88,29.75,,4.59,,34,118,,7.14,,159,2051,12.9,13,4,47
2020,Antonio Gandy-Golden,Liberty (VA),WR,76,223,9.63,31.75,,4.6,22,36,127,4.55,7.33,,150,2433,16.2,20,2,24
2020,Stephen Guidry,Mississippi State,WR,76,200,9.13,32.75,,4.47,,34,125,4.46,7.31,,49,827,16.9,8,2,24
2020,K.J. Hamler,Penn State,WR,68.63,178,9.38,30.75,,,15,,,,,,98,1658,16.9,13,2,26
2020,Tee Higgins,Clemson,WR,75.63,216,9.25,34.13,,4.63,,29.5,7,4.57,,,135,2448,18.1,27,3,37
2020,John Hightower,Boise State,WR,73.5,189,9.75,31.5,,4.43,,38.5,122,4.21,7.07,,82,1447,17.6,14,2,23
2020,K.J. Hill,Ohio State,WR,71.88,196,9.25,29.13,,4.6,17,32.5,114,,,,201,2332,11.6,20,4,50
2020,Isaiah Hodgins,Oregon State,WR,75.63,210,9.88,33.13,,4.61,9,36.5,124,4.12,7.01,,176,2322,13.2,20,3,34
2020,Trishton Jackson,Syracuse,WR,72.75,197,9.75,32.38,,4.5,,36,117,,,,86,1282,14.9,13,4,23
2020,Justin Jefferson,Louisiana State,WR,73.25,202,9.13,33,,4.43,,37.5,126,,,,165,2415,14.6,24,3,30
2020,Van Jefferson,Florida,WR,73.5,200,9.13,32.75,,,,,,,,,175,2159,12.3,16,4,46
2020,Jauan Jennings,Tennessee,WR,75.13,215,9,31.63,,4.72,,29,119,,,,146,2153,14.7,18,5,38
2020,Jerry Jeudy,Alabama,WR,73,193,9.5,32.13,,4.45,,35,120,4.53,,,159,2742,17.2,26,3,36
2020,Collin Johnson,Texas,WR,77.63,222,9,31.75,,,17,,,,,,188,2624,14,15,4,42
2020,Juwan Johnson,Oregon,WR,76,230,10.5,34.25,,4.58,14,33,124,4.37,6.94,,111,1590,14.3,6,4,41
2020,Tyler Johnson,Minnesota,WR,73.38,206,9,30.88,,,,,,,,,213,3305,15.5,33,4,43
2020,CeeDee Lamb,Oklahoma,WR,73.63,198,9.25,32.25,,4.5,11,34.5,124,,,,173,3292,19,32,3,40
2020,Kalija Lipscomb,Vanderbilt,WR,71.88,207,9.38,32.88,,4.57,16,32,127,,,,198,2356,11.9,22,4,47
2020,Austin Mack,Ohio State,WR,73.5,208,10,33.63,,4.59,,31.5,117,4.42,,,79,1050,13.3,6,4,33
2020,Denzel Mims,Baylor,WR,74.88,207,9.38,33.88,,4.38,16,38.5,131,4.43,6.66,,186,2925,15.7,28,4,41
2020,Darnell Mooney,Tulane (LA),WR,70,176,9.63,30.88,,4.38,9,37,124,,,,154,2572,16.7,19,4,46
2020,K.J. Osborn,Miami (FL),WR,72,206,9.13,31.25,,4.48,18,37.5,123,4.35,7,,146,2037,14,17,4,46
2020,Aaron Parker,Rhode Island,WR,73.63,209,9.13,31.13,,4.57,12,26.5,112,4.23,6.94,,,,,,,
2020,Dezmon Patmon,Washington State,WR,76,228,10.25,32.75,,4.48,15,36,132,4.38,7.28,,156,1976,12.7,13,4,46
2020,Donovan Peoples-Jones,Michigan,WR,73.63,212,10.13,33.5,,4.48,,44.5,139,,,,103,1327,12.9,14,3,37
2020,Michael Pittman,Southern California,WR,76,223,9.25,32.5,,4.52,13,36.5,121,4.14,6.96,,171,2519,14.7,19,4,41
2020,James Proche,Southern Methodist (TX),WR,70.63,201,9.63,29.75,,,20,34.5,,4.4,7.27,,301,3949,13.1,39,4,49
2020,Jalen Reagor,Texas Christian,WR,70.63,206,9.5,31.38,,4.47,17,42,138,4.46,7.31,,148,2248,15.2,22,3,39
2020,Kendrick Rogers,Texas A&M,WR,76,204,9.13,33.13,,4.51,17,35.5,124,4.48,7.13,,68,786,11.6,7,3,27
2020,Henry Ruggs,Alabama,WR,71,188,10.13,30.5,,4.27,,42,131,,,,98,1716,17.5,24,3,41
2020,Laviska Shenault,Colorado,WR,72.63,227,9,31.88,,4.58,17,,,,,,149,1943,13,10,3,27
2020,Darrell Stewart,Michigan State,WR,74,216,9.63,32,,,15,35,117,,,,150,1640,10.9,7,4,38
2020,Freddie Swain,Florida,WR,72,199,9,30.63,,4.46,16,36.5,124,4.26,7.05,,68,996,14.6,15,4,37
2020,Jeff Thomas,Miami (FL),WR,68.88,170,8.38,30.38,,4.45,,36.5,125,,,,83,1316,15.9,8,3,34
2020,Binjimen Victor,Ohio State,WR,75.75,198,9.63,34.13,,4.6,9,35,128,,7.1,,82,1312,16,18,4,35
2020,Quez Watkins,Southern Mississippi,WR,72.13,185,9,32.88,,4.35,,36.5,125,4.36,7.28,,159,2404,15.1,17,3,33
2020,Cody White,Michigan State,WR,75,215,10,32.5,,4.66,,35.5,120,4.52,7.19,,143,1967,13.8,12,3,33
2019,J.J. Arcega-Whiteside,Stanford,WR,74,225,9.5,33.25,,4.54,,32.5,116,4.45,7.34,,135,2219,16.4,28,3,33
2019,Jaelan Austin,Texas Christian,WR,71.75,194,10,31.75,,,3,,,,,,65,860,13.2,7,4,34
2019,Alex Bachman,Wake Forest,WR,71.38,195,9.5,30.875,,4.51,16,31.5,124,4.32,6.82,,82,1162,14.2,10,4,32
2019,Miles Boykin,Notre Dame,WR,75.75,220,9.88,33.5,,4.42,12,43.5,140,4.07,6.77,,77,1206,15.7,11,3,26
2019,Tyre Brady,Marshall (WV),WR,74.88,211,9.75,33.63,,4.8,12,32,117,4.25,7.35,,142,2056,14.5,18,3,28
2019,A.J. Brown,Mississippi,WR,72.5,226,9.75,32.88,,4.49,19,36.5,120,4.29,7.11,,189,2984,15.8,19,3,34
2019,Marquise Brown,Oklahoma,WR,69.38,166,9,30.5,,,,,,,,,132,2413,18.3,17,2,25
2019,Shun Brown,Arizona,WR,68.25,185,9,29.75,,4.76,,,111,4.34,7.17,,140,1773,12.7,15,4,45
2019,Emmanuel Butler,Northern Arizona,WR,75,217,10.13,33,,4.79,11,36,115,4.22,7.52,,,,,,,
2019,Hakeem Butler,Iowa State,WR,77.63,227,10.75,35.25,,4.48,18,36,128,4.2,7.2,,110,2149,19.5,18,3,34
2019,Parris Campbell,Ohio State,WR,71.88,205,9.5,32.25,,4.31,11,40,135,4.03,,,143,1768,12.4,15,4,43
2019,Juston Christian,Marist,WR,71.63,196,9.5,31.5,,4.53,15,34.5,123,4.54,7.43,,,,,,,
2019,Jamal Custis,Syracuse,WR,76.13,214,10.88,33.88,,4.5,,34.5,124,4.5,7.34,,64,1048,16.4,8,4,21
2019,Felton Davis,Michigan State,WR,75.5,211,10.25,32.75,,,21,,,,,,100,1450,14.5,14,4,24
2019,Ryan Davis,Auburn,WR,69.88,189,9.25,30.88,,4.67,12,35,124,4.23,7.09,,178,1555,8.7,7,4,39
2019,Jakari Dillard,Central Arkansas,WR,75.25,210,,,,,,,,,,,,,,,,
2019,Johnnie Dixon,Ohio State,WR,70.38,201,9.63,30.25,,4.41,16,37.5,120,4.43,7.49,,67,1146,17.1,16,5,27
2019,Greg Dortch,Wake Forest,WR,67.13,173,9.25,29.25,,4.63,,31.5,106,4.12,7,,142,1800,12.7,17,2,20
2019,Keelan Doss,UC-Davis,WR,74.75,211,9.5,31.75,,4.6,8,34.5,121,,,,,,,,,
2019,Ashton Dulin,Malone (OH),WR,73.38,215,9,33.38,,4.43,13,38,121,4.22,7,,,,,,,
2019,Jovon Durante,Florida Atlantic,WR,71.13,160,8.75,31.13,,4.55,,31.5,120,4.31,7,,125,1599,12.8,12,3,36
2019,Tony Ellison,Arizona,WR,71,181,8.75,29.75,,4.72,1,28.5,120,4.24,6.88,,69,1155,16.7,11,4,29
2019,Jazz Ferguson,Northwestern State (LA),WR,76.75,227,9.25,34.25,,4.45,8,37,123,4.59,7.25,,,,,,,
2019,Travis Fulgham,Old Dominion (VA),WR,74.38,215,9.5,33.75,,4.58,15,36.5,126,4.26,6.95,,128,2044,16,18,4,39
2019,Terry Godwin,Georgia,WR,71.5,184,9.38,30,,4.55,,36.5,117,4.22,6.96,,134,1800,13.4,11,4,51
2019,Marcus Green,Louisiana-Monroe,WR,67.88,190,9,30.75,,4.45,13,35.5,121,4.45,6.99,,202,2698,13.4,23,4,48
2019,Jalen Greene,Utah State,WR,73.88,205,9.75,31.25,,4.71,15,30.5,119,4.5,7.2,,70,1007,14.4,6,4,31
2019,Jalen Guyton,North Texas,WR,72.88,212,9.25,32,,4.43,12,36,122,4.13,7.01,,103,1580,15.3,15,2,25
2019,Emanuel Hall,Missouri,WR,73.88,201,9.75,33.25,,4.39,15,43.5,141,,,,97,2016,20.8,16,4,32
2019,Mecole Hardman,Georgia,WR,70.25,187,9,30.25,,4.33,17,36.5,119,4.29,6.86,,60,961,16,11,3,23
2019,Kelvin Harmon,North Carolina State,WR,74.13,221,9.5,32.5,,4.6,18,32.5,117,4.32,7.15,,177,2665,15.1,16,3,35
2019,Treon Harris,Tennessee State,WR,71.13,196,8.63,29.875,,4.7,,28,114,4.59,7.39,,,,,,,
2019,N'Keal Harry,Arizona State,WR,74.88,228,9.5,33,,4.53,27,38.5,122,4.32,7.16,,213,2889,13.6,22,3,37
2019,Penny Hart,Georgia State,WR,68,180,9.13,31,,4.67,17,32,108,4.79,7.75,,203,2960,14.6,19,4,39
2019,Jerrod Heard,Texas,WR,73.13,201,8.88,31.875,,4.59,18,33,113,4.48,7.27,,160,605,3.8,5,4,41
2019,Corey Holmes,Morgan State (MD),WR,73.13,183,9.25,32.75,,4.58,11,37,130,4.12,7.45,,,,,,,
2019,Lil'Jordan Humphrey,Texas,WR,75.63,210,9.5,32.75,,4.75,13,33.5,119,4.29,7.09,,125,1622,13,10,3,28
2019,Jalen Hurd,Baylor,WR,76.63,226,10.25,32,,4.68,23,34,121,4.19,,,136,1438,10.6,10,4,45
2019,Trenton Irwin,Stanford,WR,73.5,204,8.88,31.125,,,,,,,,,152,1738,11.4,5,4,48
2019,Andy Isabella,Massachusetts,WR,68.75,188,8.38,29.75,,4.31,15,36.5,121,4.15,6.95,,231,3526,15.3,30,4,44
2019,Taivon Jacobs,Maryland,WR,69.75,170,8,28.875,,4.68,12,37.5,120,,,,93,1145,12.3,9,4,36
2019,Gary Jennings,West Virginia,WR,73,214,9.63,32.5,,4.42,20,37,127,4.15,7.32,,168,2294,13.7,17,4,45
2019,Anthony Johnson,Buffalo,WR,73.88,209,9.38,31.38,,4.59,18,32.5,122,,7.12,,133,2367,17.8,25,2,24
2019,Diontae Johnson,Toledo,WR,70.5,183,9,30.75,,4.53,15,33.5,123,4.45,7.09,,135,2235,16.6,23,3,38
2019,JonVea Johnson,Toledo,WR,70.75,188,8.88,31.375,,4.44,11,33.5,125,4.21,6.79,,125,2265,18.1,25,5,46
